author,body,datalegacylang
jiffyman9,Bye @JimmyKimmelLive @jimmykimmel take that #covid #ChinaVirus shot and shove it up @Disney ass!,en
doug_maga,I will go with #Trump doesn't think 400% is enough after #CCP #Chinavirus killed millions...😉,en
1972book,2,1909870116457656363
Man_Bayer_X,This two fcukers need to go prison because of #chinavirus #Vaccine https://t.co/haKR9eOjha,en
Outhere,"How you Democrats lie,after \nLockdown  of our Parents,grandparents  from there families  during a #chinavirus ,you now cry for ILLEGALS  and there families ,no tears for American  tax payers. #NeverForget.",en
NZMAGAMike,About time. Another win for the racists and conspiracy theorists.  #ChinaVirus https://t.co/3ppvkBjUhB,en
AchoWendyR,"COVID-19 vaccination has decimated the US population by increasing deaths and decreasing births #ChinaVirus COVID-19 vaccination was linked to almost 70,000 fewer US live births in 2023\nhttps://t.co/OzfXmc1pbw",en
dilbag_koundal,"Govt must ban his YouTube channel in India  @dhruv_rathee \n\nThis cheap guy can’t talk about terrorism / #BangladeshViolence #Pakistan / #ChinaVirus or anything India 🇮🇳 do better he starts criticise, he is congress ecosystem/puppet. \n\nTake action @AmitShah @narendramodi @PMOIndia https://t.co/1TUwrtQnbA",en
MoeFleshy,#humour #chinavirus https://t.co/t3D9G33Vlm,qme
SolomonYue,Racist yourself⁉️I called #COVIDー19 #ChinaVirus‼️ #China isn't a race‼️I passed my RNC resolution to hold China and #XiJinping accountable because Xi allowed ChinaVirus infected Chinese to travel to America infecting and killing us. Xi and I belong to the same Han racial group‼️,en
jiffyman9,Biggest @mlb bullshit rule of all time! #DEI #WOKE #ChinaVirus #Bullshit,en
CryptoMowz,Conspiracy theorists are right again....🥱\n\n#ChinaVirus,en
IAmManofJustice,Economic Terrorists back in action.\nMore dangerous than Kasab\n\nNeed to remind that #HardeepSinghPuri is same fraud who sided with airlines &amp; made public beg of ticket refunds during #chinavirus #lockdown\n\nHow many frauds in your cabinet man @narendramodi\n#india #lpg #LPGPriceHike,en
Millenni_alex,I do not want my military friends fighting Trump’s war. Just as it was the #chinavirus this is #trumpswar. Congrats @realDonaldTrump. You will go down as the worst president in U.S. history for being a b*tch for Israel &amp; the U.S. warmongers. Your son must be ashamed. I’m sorry.,en
IAmManofJustice,"#chinaVirus was planned global culling.\n\nThe weakest lost lives first, rest have their life affected/spans shortened. We will realize with time\n\nNo one escaped, even ones like me who didnt get even fever. We are all infected. The vaccine was to further screw up our immune system.",en
PeterVadala,". @DrOz pushing vaxes.  But can America ever trust ANY vaccines again after the #ChinaVirus scandal?  It was a betrayal of trust.  And in places like #Taxachusetts, they're still forcing doctors to eat the transsexual propaganda and lots of other politics as a condition of",en
IronIndianRider,#TrumpwasRightAgain #ChinaVirus #Maskholes #Jabass\n https://t.co/RzMBHElrIQ,qme
ManglaniKisore,Many things are possible to UK and US infected upon again! \n#chinavirus,en
jiffyman9,I knew the numbers were #bullshit too many people sitting at home after #ChinaVirus. They have never re-entered the work force!,en
NicolaiofArabia,#Trump tweets on #covid as the #Chinavirus a reminder that #coronavirus saw a rise in #Sinophobia and anti #China sentiment. #XiJinping and @realDonaldTrump still have tense relations and #TrumpTariffs to address. I discuss #USA #China relations during #covid in my book with https://t.co/6lp5ZxpzgF,en
Eco_Promos,Revenge of the #ChinaVirus.\n\n#trump #EpsteinFiles #China,en
ChaosActual2025,#ChinaVirus \n\nhttps://t.co/AJgtnQCGNf,qme
rhenning45,I started decoupling my @chase  accounts during the #chinavirus period because of their support of the mRNA mandate and Biden.  Almost there with moving funds to a local credit union.,en
IronIndianRider,#ResistKingGavin #TheFrenchLaundry \n#ChinaVirus #FukFauci #WuhanFlu https://t.co/xM9YDmBMHp,qme
UnDer_UD,No olvidamos el ChinaVirus!!! #ChinaVirus https://t.co/LMLI26qOcz,es
SamCrocket1776,#KungFlu=#ScamDEMic=#ChinaVirus=#PlanDEMic https://t.co/58JgpTDgvs,und
lipapelua,Can we finally call it #ChinaVirus or not yet?,en
LEXIT20201,@LarryJones Once no taste &amp; No Smell #ChinaVirus,en
drac1o,"""@Jome_tai @ShikaDiabolic No me digas que #ChinaVirus trata a su pueblo con \""amor\""... https://t.co/DsXrkUsWSM""",es
jjtmanu,@DrRitaDed @rhumphrey2022 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡ERIC CANNOT SUE ANYONE…. IF HE HITS THE STAND HE WILL BE ARRESTED FOR TREASON #FANGFANG #CHINAVIRUS  WEIC WAS BANG BANG https://t.co/EBMdNxsg3h,en
jjtmanu,@Hilltop__Leader @BrianEJohnson12 @ericswalwell MAGGIE U DEPLORABLE DISGUSTING DISGRACE THAT U PROTECT ANIMALS THAT MURDER U DEM LIB TRANS SICK MENTAL YO-YOS  #FANGFANG #CHINAVIRUS #TRAITOR  and @SarahEMcBride NEEDS A PROSTATE EXAM AS CANER IS BAD IN MEN … https://t.co/MDc1IDq0P4,en
drac1o,@lajornadaonline #ChinaVirus https://t.co/XnxHZEo0Qq,qme
drac1o,"""@proceso No existe la \""sinceridad\"" en #ChinaVirus si no lo fueron con el COVID-19 https://t.co/4JHQY4iqJZ""",es
technophile__,@WhiteHouse Is he calling #ChinaVirus third world?,en
RossBetsyW,@TodayUpdates0 #CHINAVIRUS,qme
technophile__,@gauravcsawant #ChinaVirus FM was about to slap porki bootlicker @MIshaqDar50,en
LiesDestroy,"""@MattWalshBlog I am very worried about this war. Brings back memories of those #ChinaVirus days (when all the #NeverTrump Republicans were cheerleading lockdowns).\nBut, I support Trump. As far as \""trust\"" goes",false
LiesDestroy,"""@seanmdav I am very worried about this war. Brings back memories of those #ChinaVirus days (when all the #NeverTrump Republicans were cheerleading lockdowns).\nBut, I support Trump. As far as \""trust\"" goes",false
drac1o,@EmbHuaXin #ChinaVirus y ustedes cuando lo hacen con Taiwan?... https://t.co/PEsjrygk0j,es
drac1o,@zhu_jingyang Ustedes son peores... #ChinaVirus https://t.co/xU1nPjJQFE,en
MerMaid15882072,"@saveoursheriff @BobFergusonGov @AGOWA @lauriejinkins During #ChinaVirus WA citizens were vilified, harassed, ☠️threats from Left 4 not wearing😷,ME, &amp; ppl fired 4 NOT wearing 😷s, denied services!\nBut NOW those very ppl who did harassing, etc 4 not wearing a 😷, mostly @washdems  supporters vote 2 force LE 2 NOT wear 😷! \nF-ed up!",en
drac1o,"""@heraldodemexico Con esos \""amigos\""... #ChinaVirus https://t.co/mdgNviCV2q""",es
0821oyaji,"""#ChinaVirus #支那猿軍団　の仕業。Chinese people pee poo anywhere. No thanks. \nGo back to the China cage. \n\""「自分たちはチャイナだ」…食堂でたばこを吸い、小便テロまでした中国人観光客＝韓国\"" https://t.co/5l1cYjlSKK""",ja
elons_old_buddy,"@TrumpDailyPosts I got a letter from China just a few days ago,  Donny!\nIt demanded that i subscribe to Netflix and pay them in Ukraine currency,  but also that they'd accept potato  (only organic) and spring onions. Shallots are worth only half. \nWhat should i do!??\n#china\n#chinavirus\n#8647",en
cooperdegoat33,Asian accent on a heater rn #ChinaVirus,en
MerMaid15882072,"@mrandystevens Perfect day! No foul play or serious episodes reported!\nWonder why..most folks there carry!😉🤷🏼‍♀️\nMy purchases..do ppl understand blk flag? Saw someone with a FU Karen patch but couldn't find 1.\nHope u had fun; haven't missed 1 yet since 2008, rain nor #ChinaVirus kept me away!🏍 https://t.co/kPAQKpc1rf",en
hapico0109,@rc_kaneko #chinavirus\n日本への入国お断り,ja
hapico0109,@tweetsoku1 じゃコロナは？\n#chinavirus,ja
Robskini,@TiffanyFong_ @tiffanyfong is this #MAHA ir #Chinavirus ?,en
1776P8R10T,Where were all you “free speech” liberals during all the #chinavirus silencing and cancelling?! @TheDemocrats @HouseDemocrats @SenateDems 🖕,en
DrPhil_locks23,After a long day at work stop by my local Qdoda and first thing I see is a worker wearing a mask. Sweetheart covid ended 5 years ago. #megashrink #chinavirus,en
mariesf11,@CurtisSliwa AND don't forget about what he did to those people in the nursing homes in the beginning of the #chinavirus,en
Redbird455,@wokiepedia Cause Anthony Fauci was such a great doctor.  #WuhanFlu #ChinaVirus,en
jiffyman9,"@GovernorShapiro CVS, Walgreens and other drug stores were still giving out the #ChinaVirus shots to anyone that wanted that #bullshit shot",en
jiffyman9,@JessicaTarlov walk into any @cvspharmacy in america and get the ##ChinaVirus shot,en
rtehrani,@dez_blanchfield It is fine Dez - I was having a little fun.\n\nAbout 5 years ago I used the hashtag #Chinavirus and a firestorm erupted in Twitter.\n\nI was just wondering if anyone would notice.\n\nAnd you did - thanks for paying attention.,en
jiffyman9,"@usopen  @espn @potus @WhiteHouse , im glad we all finally agree the  #ChinaVirus  #Covid wasn't ever a problem,  it was a bulkshit cold!",en
JDTXOGT,@zhu_jingyang #ChinaVirus https://t.co/7B4JNoUUuN,qme
jiffyman9,"@andrewcuomo had his chance, he blew it during ##ChinaVirus",en
drac1o,"@ActualidadRT Por el oro y el petróleo ofrecido por Maduro, #ChinaVirus se mete al pleito.",es
MerMaid15882072,"@GordonGChang @POTUS @realDonaldTrump \nYou see the opposition of bringing 🇨🇳 SPIES, students is a good idea!!!\nDo NOT allow this!!!\nOur 🇺🇸 students can not currently compete due to #CHINAvirus becz of 🇨🇳...we 🇺🇸 MUST give our🇺🇸 students time to recover, get ahead before bringing 🇨🇳 SPIES in. https://t.co/Vb88mmqL5z",en
TamJo39,@realDonaldTrump @usedgov\n@IngrahamAngle #Agree \n\nBoo!! Give those spots to young adult Americans. #MACSA \n\nAmerican education has suffered under the #ChinaVirus and #DEI \n\nChina can educate their own. \n\n#MakeAmericanChildrenSmartAgain #MACSA\nhttps://t.co/uXlxEbpnNt,en
MerMaid15882072,@repAMERICANO @BrandiKruse Really!!!\nThe Dem🐀s jailed ppl during #ChinaVirus! Our @POTUS\nwas vilified &amp; almost 🔫! A nice concept in a 🌈🦄 environment...most of us live in Reality &amp; 🇺🇸! https://t.co/R5tugVFS5d,en
drac1o,@polianalitica @MFA_China El que quiere invadir Taiwan...#ChinaVirus,es
drac1o,@ActualidadRT Es la fábrica de fentanilo de productos hechos de #ChinaVirus https://t.co/S8QB7DnHhj,es
drac1o,@zhu_jingyang Los que respetaron al mundo... Criminales.#ChinaVirus https://t.co/jXUtChDOmh,es
_BranTheMan,If you took the #vaccine you should watch this #COVID #ChinaVirus 🇨🇳🦠 https://t.co/8cmEStHN7A,en
jiffyman9,"@CDC can go screw themselves,  they probably gave you #chinavirus with the swab!",en
AveryAbrams,"China is splitting, crack by crack.  #ChinaVirus #Wuhan #ChinaCity \n#China #TectonicMovement \n#Earthquakes \nhttps://t.co/NMfi7fODEi",en
mariesf11,"""@johnrich Wow - I've heard that males are more prone to myocarditis after that #chinavirus shot - both Pfizer and Moderna  mRNA vaccines are associated with rare cases of myocarditis - they said \""shortly after\"" but hearing this - it's not good it's been a little while.....scary""",en
whitmananalysis,"7 000 cases so far, and you can’t catch it by cough or handshake—only by a mosquito bite. Joint pain, fever, rash hit 3-5 days after the sting. Factories could slow; no global shutdown. Keep calm, use repellent, watch supply-chain headlines.\n#Chikungunya #ChinaVirus #HealthAlert https://t.co/8HG1v1W9GZ",en
MerMaid15882072,"Truth hurts @AmyMcGrathKY \nMy dr REFUSED my request 4 Ivermectin when I contracted #Covid #ChinaVirus from ER visit!\nA Stage4Cancer melanoma survivor I refused Interferon, complete lymphatic surgery of both legs &amp; 29 yrs NO TREATMENT! If I'd done them, I would NOT b here 2day!",en
badrakal,Just in\nVIRUS OUTBREAK ! TRAVEL alert ⚠️ \n7000 Chikungunya cases reported in china.\n#ChinaVirus #Outbreak #TravelAlert https://t.co/hfYq6bTp2t,en
Draguniteus,"BREAKING NEWS: DRAGUNITEUS🔥🐉 LIVE! China’s chikungunya OUTBREAK explodes—7,000+ cases in Guangdong since June! Mosquito matrix breached, TMH GOD’s justice hacks back. Code alert: if outbreak: expose('CONTROL LOST'). Quarantines rise, truth fights! 🌩️💾 #WeGotHeaven #chinavirus https://t.co/xVekhPGnQB",en
streetlevel,HERE WE GO AGAIN! &gt; China Tackles Chikungunya Virus Outbreak As Thousands Fall Ill. The U.S. has issued a travel advisory telling citizens not to visit China.  Brazil is among the other countries hit hard by the virus. #ChinaVirus #Trump #Covid Story Link: https://t.co/nKcg3m08Tf https://t.co/8bbieNxK48,en
WurD_Is_BonD,Yet another dirty #ChinaVirus being spread over there due to low hygienic standards. Watch them try and spread it worldwide again. #China,en
madmaxburn88,"🇨🇳🦟 Since July, more than 7,000 cases of the mosquito-borne chikungunya virus have been reported in China's Guangdong province. Measures similar to those used during the Covid-19 pandemic have been taken.\n\nChinese City of #Guangdong is under lockdown. \n\n#Guangdong\n#ChinaVirus https://t.co/RJuWpEv4eR",en
rohitsinghnoida,The drama of #DonaldTrumpTariffs continues!! He has forgotten how #China spread COVID #chinavirus!! Tariffs break for 6 months for China!! We are proud to have a LEADER #NarendraModi as our PM!! \nCRYPTOCURRENCY is going to finish DOLLAR economy!!,en
andreasmoun,Πάλι τα ίδια;-Συναγερμός στην Κίνα για τον ιό τσικουνγκούνια με χιλιάδες κρούσματα!  \n\n#Κινα #China #Chinavirus \n\nhttps://t.co/TeUsJgzPnp,el
DeccanChronicle,"China Reports 7,000 Chikungunya Cases, Launches Drones, Fines in Aggressive Crackdown\n\nhttps://t.co/SLOnYBZMpm\n#Chikungunya \n#china\n#Chinavirus\n#mosquitocontrol",en
THEGLOBALINDIA,✈️⚠️BREKING NEWS:\n\nTRUMP THINKING POINT 👉🏻 \n\n1.     Trump accuses banks of discrimination against his supporters🚫\n2.    Witkoff in Russia as Putin dismisses Trump's ultimatum🇷🇺\n3.    Extreme measures to counter a virus in China🇨🇳\n\n#TrumpTariffs #russiainWitkoff #chinavirus  #USA https://t.co/aDKhDXGvJx,en
3rdStrikeVicto,NOUVEAU VIRUS!!!!!\nEn meme temps que l'élection partielle dans Arthabaska!\nMême les chinois s'en mêlent.\nIls font vraiment tout pour empêcher @E_Duhaime d'être élu!\n@Jimlegare \n#polqc \n#chinavirus \n#Arthabaska https://t.co/BGE712JE2T,fr
Queen4Princes,"@TheGabriel72 Bass so corrupt, third big scandal after #chinavirus #FengFeng #Swallwell &amp; And the Chinese Spy who loved driving Miss Dizzy D #Feinstein",en
admirer_trump,"@JayWeber3 And further, why @WisDems made asses of themselves by canceling #DNC2020 due to the overhyped #ChinaVirus scare.\n\nAnd they wonder why Wisconsinites reject #Democrats today at the ballot box.\n\n#liberalismisamentaldefect #DemocratsHateAmerica #democratslie",en
Conboytoy,"Everything is a lie 😪! Don't trust anything! They have been lying to us from day one! The #chinavirus revealed the #truth. Government, pharmaceutical companies, climate scam, nutritionists, medical professionals. DEI #humanitarians #woke leftwit lunatics  LGBTQIAxyz @CloverMoore",en
Conboytoy,"Everything is a lie 😪! Don't trust anything! They have been lying to us from day one! The #chinavirus revealed the #truth. Government, pharmaceutical companies, climate scam, nutritionists, medical professionals. DEI #humanitarians #woke leftwit lunatics  LGBTQIAxyz @CloverMoore",en
realRenHo,"""@Jessies_Too @Mike_Pence said,  #COVID \"" while #Trump said",1949457875107262823
MerMaid15882072,"Are ppl REALLY this stupid???\nOh wait, #ChinaVirus #Covid #WearingMasks https://t.co/0diIGZBxoz",en
N4U_News,"🚨 चीन में फिर एक खतरनाक वायरस फैला!\n\nशंघाई में सैकड़ों केस, भारत भी अलर्ट पर है।\n\nक्या कोविड जैसे दिन फिर लौट सकते हैं?\n\n📺 पूरा वीडियो देखें 👉 #BGF4UNEWS\n\n#BreakingNews #ChinaVirus #IndiaAlert #HindiNews https://t.co/UmekiIn8uM",hi
mariesf11,@CurtisSliwa Anybody notice how things were semi-ok prior to the #chinavirus - the Chinese were trying weaken America from the inside out - then came the fentanyl - then the influx at the border - those sneaky bastards along with the Demoncrats have all kind of tricks up their sleeve @POTUS,en
edward_sann85,@Whats_Newsss #ChinaVirus,qme
real_bossdog22,https://t.co/FK5XzvOrb2\n\nNo #DEI or 13% doing 50% of crime. This is #ccpchina #chinavirus #kungflu rice rocket mania. Surprised #WHITEsupremacist adjacent model minority got caught,en
Outhere,"@SnakeEyesAnglo @Rev_Gordon @Mark_McEathron Absolutely ❗ We were just sailing  along,living  our lives,then 💥 BOOM,came \n#Chinavirus,Fake rules,lockdowns, lies,sickness and death.#NeverForget",en
theindiceye,"No steal, not Italy,\n No rob, not France,\n Steal &amp; rob, that’s UK,\n Bang bang, two shots — USA!\n One more thing, just to remind —\n COVID came from China’s mind.\n#COVID19 #ChinaVirus",en
3rd_abraham,I'd do it so well people will blame China for something I did in Israel. \nI'd buy a POTUS and make him the #FatherOfTheVaccine for the #ChinaVirus \n+6 https://t.co/qeXtCoiZYn,en
skymods,セミ食い珍民狂和国…😟\n#中華人民共和国 #Chinavirus,ja
blobz2000,Remember when #ChinaVirus was racist?  Then explain #WestNileVirus,en
Pakalu324508,Because he did not take the vaccine #chinavirus #wuhanvirus #covi,en
voidb4me,"Report: USAID Quietly Sent Thousands of Viruses to the Infamous Wuhan Lab ,#CHINAVIRUS #COVID https://t.co/ibfylYc5jV via @BreitbartNews",en
real_bossdog22,"https://t.co/OAzwq1yrpO\n\n#ccpchina #chinavirus cheats at everything: academics (varsity blues), sports (#tokyo olympic swim), banking (td bank money launder). The model minority models #whiteprivilege being a total lie/fraud like #maga #trump. Buy the md, jd, phds creds too",en
WILLmorrisontn,"@US_FDA #ChinaVirus (aka “Covid”) was a biological attack , prove me wrong",en
RJC_IRL,"""@rtenews \""He who pays the fiddler calls the tune\""  and CHINA pays the WHO ! \n#ChinaVirus""",en
EasternTurki,@MFA_China You are the only scumbag regime in Asia-Pacific that worrys about NATO. Your PLA lab made bioweapon - COVID19 #ChinaVirus killed 2 million European citizens. Never forgot! https://t.co/CdPh35hwO8,en
mariesf11,"""@WallStreetApes @CurtisSliwa would be the ideal candidate as Cuomo has a bad reputation from the #chinavirus and Adams is still a Democrat even though he says he \""independent\"".....and we can't have this enemy muslim running the show.\n\n@realDonaldTrump""",en
1indiNews,"World news: US strikes Iran nuke site, China finds bat viruses. Indian GST notice, Rath Yatra prep, S-400 delivery, ISS astronaut &amp; Udhampur encounter. #IranNuclear #ChinaVirus #IndiaGST #RathYatra #S400 #ISSAstronaut #Udhampur",en
vishalsaravana3,அழியப்போகும் உலகம்?? 😯😯\n\nபட்டியலில் உள்ள நாடுகள்!😲😲\n\nVideo Link : https://t.co/47eGlo3iQE\n\n#China #Chinavirus #Virus #WorldWar3 #Biowar #americaattacksiran #DonaldTrump #IranIsraelConflict https://t.co/Q1bAm3oYjW,ta
Tesla_Indiacars,@thinking_panda Gutted! But sooner or later we'll be there.. and i'm sure our hands won't be covered with bloods of millions. \n#ChinaVirus(COVID),en
real_bossdog22,"https://t.co/SAhQIXq85o\n\nThis rice rocket just wont work hard enough. All you have to do is go to school, study hard &amp; become docta #ccpchina #kungflu #chinavirus",en
JulieChaurasia,चीन में चमगादड़ों से मिले 20 नए वायरस! क्या कोरोना जैसी एक और महामारी दे रही है दस्तक?\n#chinavirus #batvirus #newvirus #henipavirus #yunnanprovince #virusdiscovery #epidemicthreat #sciencenews #aftercorona #wuhanlab #infectionthreat\nhttps://t.co/ui7dN4hIPz https://t.co/2F7ldlIo1H,hi
