author,body,datalegacylang
Malena20230407,#FuckCarney\n#FuckChina \nCarney’s China Deal Backfires: Canada Faces Harsh New Demands From Beijing https://t.co/LlWlxR9QGp via @YouTube,en
DreamingDavey,The CCP is only 1 of our greatest threats.. #FuckChina 🇨🇳 #51stStates,en
Tussey86,"In case you need a daily reminder, don't buy cheap Chinese crap. Let that country devour itself. #downwiththeccp #fuckchina\n#chinaisashithole",en
RadioCarne,#SERIALKILLER #WANTED \n#FUCKCHINA \n#FUCKYOUCHINA,qht
DreamingDavey,@_MegaPolitics #FuckChina 🖕🏼🇨🇳 https://t.co/WzHanO4n4X,qme
bxCoMlBt4K21320,@Samesamaalways 石器時代に戻すべきなのはイランじゃない、こいつらクソ国だ  #fuckchina,ja
DreamingDavey,@JanJekielek Leaders who do mass business with China are NO good “leaders.” #FuckChina 🖕🏼🇨🇳 https://t.co/croTNYDISn,en
bloom_mari,@MyDressroom #fuckchina #ShameOnChina #fuckccp #fuckxijinping #NoChina #動物愛護に国境はない,qme
bloom_mari,@wjCUUVUzJmSAORz #fuckchina #ShameOnChina #fuckccp #fuckxijinping #NoChina #動物愛護に国境はない,qme
bloom_mari,@TopuzzoC @BBCWorld 腐ったデブ生ゴミ💢\n#fuckchina #ShameOnChina #fuckccp #fuckxijinping #NoChina,ja
OklahomaPatrio1,@_InfoGram_ @lavenderblue27 Fuck all you fucking fucks saying you have the information! If you have it and haven’t released it yet then you are complicit in this crime. Oh yeah you are also guilty of blackmail. \n#ReleaseTheTrumpEpsteinFiles \n#FuckChina\n#FuckTrump\n#FuckRussia,en
RadioCarne,#FUCKCHINA\n#BOYCOTTCHINA\nFUERA CHINOS DE MEXICO.,es
bloom_mari,@Samesamaalways #diechina #fuckchina #fuckccp,qme
Jgcollins_NYC,"@Debar_imj4 @business Yeah, because corruption, payoffs, REQUIRED hiring of CCP officials' stupid relatives, and the likelihood of popular revolution within 20 years is sooooo popular! Wait until AFTER the popular revolutiin #FuckChina #Death2TheCCP",en
SoloTurk1990,#FucKChina,qht
titan_koriander,#FuckChina\n#ImperialistChina,qht
titan_koriander,Stop stealing Philippine territories and get the fuck out of our waters China!\n\n#FuckChina,en
DreamingDavey,"@jacksonhinklle Maybe for the rich, because that’s how communism works you stupid Chinese loving fucktards! #FuckChina 🖕🏼🇨🇳",en
DreamingDavey,@WhiteHouse @POTUS After already sending weapons to Iran? You’re being to lax on China.. This will not end well for us! #FuckChina,en
FckTrump26,#Crazy #China #FuckChina  https://t.co/CL7SgJMmIN,qme
FckTrump26,#Slave #Slavery #FuckChina  https://t.co/BrqeR0FZr1,qme
HirotakaSemba,@TetuwanA it’s not all of them. \nbut it’s always them. \n\n#fuckchina,en
tony_knows2222,@Polymarket #FuckChina https://t.co/7p4cTlcB9W,qme
berrakbbaggi,@WeAreNotFood @PhaedraXTeddy #FuckChina !,und
motorcy522,@realgerhardtvdm #fuckchina,qme
DreamingDavey,"@sanchezcastejon Communists like Carney, fuck you godless scumbags! 🖕🏼#FuckChina #51stStates https://t.co/yqiiX1Ie9u",en
MMGearsBroski,@Osint613 #FUCKCHINA,qme
tony_knows2222,@Polymarket #Xi looking constipated on this news.. #FuckChina #IranWar‌2026 https://t.co/niZNAlN2DK,en
FckTrump26,#Lies #FuckChina,qht
Hamphield,#FuckChina🖕🏻🇨🇳,qme
Hamphield,@Musashi88720 No\n\nThis is trash \n\n#FuckChina🖕🏻🇨🇳,en
DreamingDavey,@hashjenni South Asian communist C31NK 🖕🏼fuck off with your bullshit propaganda hope they never let China in NA again. Keep the Chinese the fuck out! #FuckChina  #51stStates 🖕🏼🇨🇳 https://t.co/wo2RftaiAF,en
Divaneh666,@emilykschrader We will see to China once this regime is gone. Chinese are shameless blood suckers and have been feeding on Iranians blood.\n#fuckChina\n#freeIran,en
EsbenDallHansen,"@XPENG_Global When you buy a shitty car from XPENG, remember that you support Chinese warfare! #afreetaiwan❤️ #fuckchina",en
titan_koriander,#FuckChina @XHNews,qme
titan_koriander,#FuckChina,qht
LeoAlaisa,China is never to trust! #fuckchina #BULLYchina,en
LeoAlaisa,China is halucinating again. #fuckchina 🤣🤣🤣,en
albertaradios,Chinas has been rooted by the best of the best on this planet. #FuckChina,en
762mm6384,@Pseudo_Prophet_ #fuckchinese #fuckchina #chinaout #nochina,qme
JesseSh51287576,Didn’t you bang the enemy #fuckchina,en
H93Tweets,"16th of April: I will be unbanned from GIC eSports Cafe (formerly known as Genesis Internet Cafe.\n\nFuck them, I don't want to go to a dodgy internet cafe that is owned and operated by Chinese immigrants.\n\nCOVID ruined everything, and I no longer respect Chinese peeps. #FuckChina",en
1Springhead,@PhaedraXTeddy #FuckChina!,und
SJohn_1974,@ElectionTime_ Is there Chinese in Wisconsin? This seems weird. China is definitely rigging our elections 100%. China needs to be dealt with harshly #FuckChina,en
titan_koriander,Sarah Lustay Dutae chinas chihuahua.\n\n#FuckChina,tl
Climberboi,@CTVNews if you don't do everything China says then there won't be business. So there's that too.\n#fuckchina,en
NoahAlexan24290,"I vote with my wallet, my clothes are made in britain, my shoes in Britain, my belts in Italy, my watches and utility knife’s from Switzerland. I always try and by form my own country or other western nations. my shaving brush is made in Britain. #fuckchina",en
CLstanforever,Well then #FuckAmerica and #FuckChina they need to leave us  and our teritory alone already!!!,en
mufonky,@Eng_china5 #FuckChina,qme
FckTrump26,#FuckChina #war #Nuclear #Taiwan #Secret #Alert #Information #Military #Weapons #Atomic #Bunker #Dictatorship #Tech #Technology #Japan #SouthKorea #Philippine #America #NuclearWeapons #Target #Future #China,qht
FckTrump26,#FuckChina,qht
titan_koriander,#Fuckchina,qht
SJohn_1974,@LeadingReport It should always be called the China virus because that’s where the variants come from. #FuckChina.,en
bloom_mari,@Samesamaalways #diechina #fuckchina #中国人を日本に入れるな,qme
FckTrump26,#FuckChina,qht
FckTrump26,#Taiwan #FuckChina #Philippine,qht
SoloTurk1990,@U_Hareketi #FuckChina all Time,en
2AinLA,"@PhaedraXTeddy @SpokespersonCHN As always, #fuckchina",en
News4Earth,@GBX_Press Time to start shooting these planes down #FuckChina,en
TaffWelshBoyo,"Here you go, your homeland @MPMichaelMa🇨🇳, Chinese slave labour right here that you’re gaslighting committees over. #FuckChina. \n\nWhere is the police @PierrePoilievre @CPC_HQ ⁉️",en
762mm6384,@animal_front さっさと滅べよイカれクソ民族が\n#diechina #fuckchina #fuckccp,ja
DreamingDavey,Floor crossings are for communists. Canada is no longer a serious county. #FuckCanada #FuckAllCADGovt #FuckChina #51stStates https://t.co/qxqO9Qttal,en
nunnabiizna,@Ken_LoveTW #FuckChina,qme
RGregor17,@FGuardiansJapan #FuckChina,qme
RGregor17,@WeAreNotFood #FuckChina,qme
FckTrump26,#FuckChina #Taiwan #Alert #Spy #War,qht
Divaneh666,@VividProwess China is supplying the regime with weapons.\n#IraniansStandWithIsrael \n#fuckChina,en
titan_koriander,#FuckChina #ThiefChina,qht
RGregor17,@qsfkbwIhuWLhnjI #FuckChina,qme
RGregor17,@samesama4149224 #FuckChina,qme
Evangel13983368,@LauraBabcock #FUCKCARNEY #FUCKCHINA https://t.co/HNyeRG195H,qme
ChaosActual2025,It is Time to FIGHT BACK \n\n#FuckChina \n\nhttps://t.co/0ELvP17GQj,en
titan_koriander,#FuckChina,qht
titan_koriander,#FuckChina,qht
titan_koriander,#FuckChina,qht
MMGearsBroski,@ARYSabirShakir #FUCKCHINA,qme
wee_Happy420,そもそも中国が台湾捕れるわけないんだからw端からよせお\n#fuckChina,ja
titan_koriander,#FuckChina,qht
titan_koriander,#fuckchina,qht
News4Earth,@SpoxCHN_MaoNing starting early so they can be slaves in factories! #awesome #FuckChina,en
RGregor17,@WeAreNotFood #FuckChina,qme
FckTrump26,#FuckChina,qht
FckTrump26,#FuckChina,qht
762mm6384,@NadiaMo33 消えろゴミクソ民族\n#nukechinanow #fuckchina,ja
RD047153333,@martypartymusic #FUCKCHINA,qme
RGregor17,@samesama4149224 #FuckChina,qme
RGregor17,@samesama4149224 #FuckChina,qme
FckTrump26,#FuckChina,qht
RadioCarne,#FUCKCHINA\nDONT BUY #MADEINCHINA\nSHIT \n#BOYCOTTCHINA,en
RGregor17,@nonregemesse #FuckChina,qme
DreamingDavey,@joetay1212 Is that why we gotta have the Chinese speak up for us now? 😂 Get a grip 🇨🇦🇨🇳🖕🏼#FuckChina #51stStates https://t.co/bTMBoinyEk,en
Ill_diesomeday,Just a gentle reminder to #FUCKChina,en
Noble1843140,"Alyssa Liu is the product of a tragedy. A child artificially created by an unwanted Chinese male immigrant using the egg of an anonymous white woman. Not born from love, and contrary to ethics.\n\n#olympic #prague #fuckchina #maga",en
RGregor17,@WomenBeingAwful #FuckChina,qme
RGregor17,@GriftReport #FuckChina,qme
silkjustice1997,日本のニュースのトップが全人代とかよう…ざけんなや💢💢💢\n\n#FuckChina,ja
762mm6384,@domdyer70 消えろ地球のゴミが\n#fuckchina #diechina https://t.co/zuAlnUaxKw,ja
titan_koriander,Here's the thing:\n\n#FuckChina,en
DreamingDavey,"@RebelNewsOnline @CanadianPM @RebelNews_CA One pile of 💩💩💩 after another, evil WEF communist underground money networking family maybe. #FuckIndia #FuckChina #FuckPalastine Canada sure loves its terrorist countries.. #FuckCanada 🖕🏼 #51stStates https://t.co/BblvxcPkhB",en
titan_koriander,In your wumao dreams.\n\n#FuckChina,en
DreamingDavey,@Coinvo Of course the left can’t wait to listen to what some dirty Ch1nkk says 😂🖕🏼🇨🇳 they hate NA! #FuckChina #AnnexCanada it’s why 🇺🇸 doesn’t deal hardly but at arms length with these communist terrorist originations. #51stStates https://t.co/qQ9XZ0r1Ew,en
motorcy522,@Newsforce #FuckChina,qme
DreamingDavey,😂 Take your smelly fucking jheets the hell back to treasonous snake! #FuckIndia #FuckAllCADGovt 🖕🏼🇨🇦#FuckChina #51stStates 🇺🇸❤️,en
Climberboi,"@PDChina probably spying and theft involved there too, LOL\n CHINA = 🤡💩\n#FUCKCHINA",en
FckTrump26,#FuckRussia #FuckIran #FuckChina,qht
Rebel23339670,@WallStreetApes That’s why they say hands off Iran. Because the Islamic barbaric regime put Iran on sale for China! #FuckChina #ThankYouTrump #ThankYouNetanyahu #FreeIran,en
titan_koriander,#FuckChina,qht
nutfree_,@DeItaone #FuckChina,qme
Top_IDOL_Japan,@tweetsoku1 @canpanerunya やれるもんならやってみろ！キチガイクソ中国！\n\n#FuckChina,ja
Evangel13983368,@liberal_party #FUCKCHINA https://t.co/SM4BtsrOOy,qme
a14000518,دوستان بنظرم هشتگ فاک چینو باید ترند کنیم این بی ناموسی خفاش خورو\n#FuckChina,fa
navajo_auckland,@domdyer70 If I spotted this in New Zealand or Australia id gladly go to jail for breaking your knees #FUCKCHINA,en
Evangel13983368,@nationalpost #fuckchina #fuckcarney MY STEP UNCLE WAS AN NDP MLA.  NDP AND LIBERALS ARE COMMUNISTS.  WAKE UP. https://t.co/Kq3oevnxPp,en
Beefeater_Fella,China is raping the worlds oceans in plain sight\n\n#FuckChina,en
762mm6384,@eAnKt8fTsTThYG3 #fuckxijinping !!  #fuckchina,und
rundtc77,@HollywoodHandle #fuckChina,qme
titan_koriander,@elonmusk China is jamming starlink so they could steal territories! \n\n#fuckchina,en
HAKU83039646712,@dignityofanimal #fuckchina #fuckxijinping #fuckccp,qme
HAKU83039646712,@samesama4149224 この国のクソどもは全員絶滅しろ\n#fuckchina #fuckxijinping,ja
762mm6384,@animal_front 🇨🇳＝救いようのない絶滅するべきゴミ\n#fuckchina #nukechinanow #fuckxijinping,ja
Evangel13983368,@PierrePoilievre @Roman_Baber THIS IS CANADA. ITS NOT NO LUNAR NEW YEAR. #FUCKCHINA https://t.co/ObBdq0vzR1,en
RD047153333,@warsurv #FUCKCHINA https://t.co/deVjspVJp8,qme
titan_koriander,Fuck CCP!\n\n#FuckChina,da
Evangel13983368,@liberal_party #FUCKCHINA https://t.co/ZJd0BI3wcv,qme
RD047153333,@_MAGA_NEWS_ China couldn’t find an egg roll in a restaurant with their TEMU Technology! #FUCKCHINA,en
Jimvaughan611,@potus #Trump “Trump” #BuildANorthernWall” #FuckChina #FuckCarney,en
UWantSumFREEDO1,@Pandaeyes1111 #fuckchina,qme
NationalRiot,@samesama4149224 I wish my job was to apply equal punishment to abusers. #fuckchina,en
vladimir_snydl,@SpoxCHN_MaoNing Czech Republic is missing! Great job 👏🇨🇿\n\n#FuckChina,en
Evangel13983368,@CTVNews #FUCKCARNEY #FUCKCHINA https://t.co/iIAeConSkk,qme
AnubisLxXx,@elonmusk Elon really wants us dependant on Chinese made solar panels. Really tells you where his allegiance lies! #fuckchina,en
CrashGummy,#FuckChina,qht
