author,body,datalegacylang
sk_lakhawat,@LizaRosen0000 Ola is Not Ubar\nLalla Don't Exist\n\n#Islamistheproblem \n#BanTheBook \n#UsmaniKitab \n🙏🙏,en
mansens_hans,"#pallywood never ends....only the blatant stupidity grows each day, and still lands in tiny minds. All Jews is their mindset.\n#IslamIsTheProblem\n\nhttps://t.co/90WYAHVeok",en
CaliDreamingof,@TRobinsonNewEra Every member of the #DeathCult must be expelled from the West. They are a vile virus that has destroyed every single civilization they have been allowed to infect.\n\nThey are incompatible with civilization.\n\n#IslamIsTheProblem,en
dechet_les,@UNWatch the\n#DefundTheUN\nis now under control\nof Islamic Terrorists\n#IslamIsTheProblem,en
RobDoubleGooner,@DavidVance @GoodwinSuzy Sickening.\n\n#IslamIsTheProblem\n#BanIslam,en
GerritHilberdin,It is an invasion #IslamIsTheProblem,en
michaelstout1,"@MarioNawfal Tucker Qatarlson has lost his way and is now a shameless shill for Islamists. Shame on you, sir! Have you no decency?\n#Islamistheproblem \n#usefulidiot",en
ketan_patil2024,@mmoreba @RepFine Every islamic soul is a groomed monster.\n\n#IslamIsTheProblem for the entire world.,en
45highcaliber,"Good, I’m glad you muzzy cocksuckers wanna come to every house… I’ve got plenty of guns, that will be the day you meet Allah and figure out there are no virgins as promised… #Trump2028 #Islamistheproblem",en
A8te_Ball,"@AlexDuncanTX We can, should and MUST pray that they find Jesus, but we must ALSO kick them out of our Western countries, BEFORE WE CAN'T!\n\n#IslamIsTheProblem      #WakeUpToIslam",en
KnotzerDave,@HumzaYousaf One of yours 🫩👇 Dumza #hamashumza #Humzaisaracist #IslamIsTheProblem \nhttps://t.co/KDZlYEPZY9,en
MarkDur06554409,@WorldOfMarkyD @disclosetv Tell that to the Bondi victims and you'll get a different response. \n\n#IslamIsTheProblem,en
AnthonyIslamOut,@shaunking You are wrong. \nWe are being radicalised against Islam. \n#islamistheproblem \n#RejectIslamInIreland https://t.co/WtNOuPvYsO,en
CaliDreamingof,@Jvnior More lies from another #DeathCult follower of a mass-murd*rer and pedophile.\n\n#IslamIsTheProblem. It must be expelled from all the West &amp; its followers restricted to countries that have already been consumed by the virus.,en
CaliDreamingof,#DeathCult privilege in London thanks to #TwoTierKeir @Keir_Starmer and Jew-hater @MayorofLondon \n\n#IslamIsTheProblem,en
sk_lakhawat,@sanatani_6 @atmaprakash02 Cancer\n#Islamistheproblem,en
cleaver66811,@ukhomeoffice @cabinetofficeuk &gt; hopefully you get off your backside and deport this piece of scum from our country. \n\nDO IT QUICKLY PLEASE #islamistheproblem #deportation #remigration,en
ketan_patil2024,@SanjayPSingh098 @HajiNizamuddin3 Every islamic soul is a groomed monster. \n\nYou can not trust them.\nYou can rely on them.\n\n#IslamIsTheProblem.,en
ketan_patil2024,@Bawa111213 @SonOfBharat7 @Uppolice #IslamIsTheproblem \nThe entire world has lost its peace due to one and only barbaric tribe of pedophile Mohammed.,en
L0gicInChrist,@sue_meet She wanted to grow and transform from a half-brained creature into a woman.\n#IslamMakeYouIdiot\n#IslamIsTheProblem #IslamIsViolent #AllahIsNotGod #MuhammadIsAFalseRasul https://t.co/QKJOosQW3w,en
A_Alderson,#islamInvasion of NY #islamIsTheProblem,en
ginstanford1,"Pigs, animals \n\n#IslamIsTheProblem",en
festa197,Cadet Suspended From RAF Officer-Training Course for Saying Islam is Main Threat to UK #enoughisenough #Islamistheproblem #twotierbritain  https://t.co/AnM4BfjrxT,en
AnthonyIslamOut,"""@THe__GENRE @Nick___Collins Islamic law does not govern football (or anything outside your third world shit holes). So nothing can be \""haram\"".     \n       \n#islamistheproblem https://t.co/IrgcvJkqJN""",en
ketan_patil2024,@Muslim_ITCell This islamic monster should be eliminated immediately and ruthlessly. \n\nBharat will nit tolerate islamic miscreants anymore. \n\n#IslamIsTheProblem,en
TexasWinstead,@WHLeavitt A. Big Yes #islamistheproblem,en
Dark__Null,@PopBase Hijab for minor girls is child abuse\n#IslamIsTheProblem,en
L0gicInChrist,"@abierkhatib The devil wants people to lie. Islam encourages its followers to lie. Therefore, Islam is a religion of the devil.\n#IslamIsTheProblem #IslamIsViolent #AllahIsNotGod #MuhammadIsAFalseRasul https://t.co/rpST2uvVEg",en
festa197,Why attacks on British synagogues no longer surprise me. #antisemitism #islamistheproblem #hamasisISIS #getkhanout  https://t.co/EbNlGDF28d,en
DDT_required,DEPORT THESE INBRED DEGENERATE TERRORISTS!  #IslamIsTheProblem #Islamic_Terrorists_Organization \n#StopImportingIslam #StopIslam #BanIslam #StopShariaLaw #EducateYourselfOnIslam #WakeUpAmerica,en
SumanyuGoyal,@RakeshKishore_l Entire families r involved. Entire kith &amp; kin of #TCSNashik perpetrators were instrumental in #LoveJihad &amp; forced conversions. Arrest them all\n\n#IslamIsTheProblem #JihadFreeIndia #SickMentality #HindusUnderAttack #jihad #katuwaMuktBharat,en
