author,body
alcdonut,"""How is this continuing to happen in 2025?  Parents' rights are being threatened, day after day,  for protecting their children.  #parentsrights\n\""NONE of the current scheduled vaccines were EVER properly tested.\"" - according to the CDC\n@RobertKennedyJr\n@realDonaldTrump"""
mjlifeisgood,Parents deserve clarity on school health clinics! 🎓 This debate highlights their right to access medical records for their children. Watch now to hear vital perspectives! #ParentsRights #SchoolHealth #EducationPolicy #Washington State #SB5181 https://t.co/7hFimxgFvF
MAMALifeIsGood,A hospital is pushing to end life support for a baby—her parents are fighting to protect her 💔 #ProLife #ParentsRights https://t.co/qVFRm4c8nk
certusverna,@realdonaldtrump End CPS #childtrafficking devastating American #parentsrights
katerina5k,@iAnonPatriot Something IS declining: the popularity of the Democrat Party! Woke ideology is confusing school children about their biological sex. It's robbing young women of sports opportunities (and causing them physical injuries). It's usurping #ParentsRights if they don't affirm genders.👎
DemTexans,"Seriously, would you really want your daughter peeing into urinal with this high school senior prom queen? @RichValdes @WatchChad @larryelder #parentsrights @Riley_Gaines_ #jenniferpippin #tiffanyjustice #bridgetziegler #tinadescovich #momsforliberty"
Stephen50106870,Thursday Thought: Colorado HB25-1312 puts parents in the back seat and California in the rearview mirror on “going woke.”\nhttps://t.co/Gwy9855oWv \n#parentsrights #freespeech #genderaffirming
lifewitholden,Teacher FIRED For Using Student's Preferred Names | Parent's Rights https://t.co/ae6YbL730S via @YouTube #teacher #parents #parentsrights #education #school #lgbtq #fired #teacherteacher #teachertwitter
RightsParents,Colorado's “Kelly Loving Act” lets the STATE take your child if you don’t use their “preferred pronouns.”\n\nThis isn’t compassion.\nThis is government ABUSE.\n\nParents must rise up.\nWe don’t co-parent with the state.\nhttps://t.co/4GPpHcbaAK\n#StopHB251312 #ParentsRights
searchingdad24,"@D_Stieber Make no mistake, paid government hacks like @D_Stieber are the exact type of tyrants that turned children against their parents in Mao’s Cultural Revolution that killed millions and imposed inhumane treatment on hundreds of millions.  #parentsrights #schoolchoice"
Morecrofts,"The Neonatal Care (Leave and Pay) Act 2023 is now in force, offering extra leave for eligible parents. Read more from #EmploymentLaw Solicitor Amy Knowles here: https://t.co/z20WuTlUmW #NeonatalAct #ParentsRights #EmploymentLawSolicitors"
lauranfyre,@PJJacks68613363 @Burrows4TX @brianeharrison @GregAbbott_TX  is this what you all consider #ParentsRights in #Texas?
nsa5953,"@Orchids_School ORCHIDS The International School is withholding my daughter's Transfer Certificate (TC) until I pay next year’s fees, violating RTE Act &amp; CBSE rules! \nSchools can’t exploit parents—follow the law! 🚨 #RightToEducation #CBSE #ParentsRights"
kulshreshthanki,"5/5 ⚖️ Demanding Immediate Action!\nIf this is not resolved, I'll file a formal complaint with the Consumer Forum, GST Department, &amp; Department of Education, Haryana. This exploitation must stop!\nPlease look into this matter and take strict action. 🙏 #Justice #ParentsRights"
20Mcgowan5,Family domestic courts need reform. Please sign my petition. #ParentsRights #ParentalAlienation  #letsmakeachange #motherslove #bothparents \n https://t.co/5Wyym6iQUn
GirishS51778878,"Unfair Treatment by Podar Little Maestros!\nI paid my child’s fees, and only after payment, the school announced a fee hike. When I requested a refund, they refused, despite it being their mistake. This is unfair! Parents, be aware of such practices.#ParentsRights"
USAObserver,"@PeonyPrincess27 @sweeteve454545 @FNshitposter @TormentedPengu @jkbjournalist @WalshFreedom Typical delusional liberal answer. Liberals think they control our children, they do not, parents do!  \n\nDelusional evil liberals want to let our kids change their sex when they’re five years old, that’s morally &amp; spiritually completely wrong.  \n\n#ParentsRights"
TaoOfWes,@TheJusticeDept investigate Washington State for violating parental rights and right to freedom!  #Parentsrights #ParentalRightsNow https://t.co/DOFC8p1gl1
TaoOfWes,@DOJCrimDiv needs to investigate Wasington State for violating parental rights. #parentsrights https://t.co/9DMPcDlBpn
Malliard,"PA education budget battles: Year after year, parents get sidelined. \n\nSpecial interests prioritize systems over students. \n\nWhen will our kids' needs come first? \n\n#PAEd #SchoolChoice #ParentsRights \n\nRT if you're tired of the status quo."
BigVerb_1,Brilliant! So eloquently stated! #SchoolChoice #ParentsRights
El_Trumpingo,She just put a whole lot of truth on a platter.  Good for her!  #parentsrights
gwenomahony,"Ever had an awkward moment in a public forum? 😂 Check out my latest Northern Beat article for a funny real-life story about my evening at Philosophy Café: Parents’ rights, public bathrooms and the Socratic method #bcpoli #ParentsRights #PhilosophyCafe\nhttps://t.co/goG3wRpgkN"
SSShockadelica,@chrisreykdal is claiming that the La Center School District’s decision to inform parents of how a student identifies in school discriminates against students and families regarding gender inclusivity and rights of queer and transgender students.\n#parentsrights
Ballistics_CC,"""@potus I like what Fox contributor Bill Bennet (former Director of #USDepartmentofEducation) said.  \""Send education back to the parents"
AITechInfluence,"@WhiteHouse @elonmusk @EDSecMcMahon Linda McMahon’s vision for local schools and parents in charge is a game-changer, time to ditch the feds and let communities rocket education forward! 🚀 🇺🇸 #EducationFreedom #ParentsRights"
Lucky13Liveevil,"@DefiantLs @DefiantLs\n If my son came home talking about this, I’d be in that school faster than you can say ‘pronouns.’ Me, the teacher, and the principal are having a serious talk. This isn’t education—it’s confusion.  #ParentsRights #NoAgenda https://t.co/0V6T0SKnWn"
Lucky13Liveevil,"@DefiantLs\n If my son came home talking about this, I’d be in that school faster than you can say ‘pronouns.’ Me, the teacher, and the principal are having a serious talk. This isn’t education—it’s confusion.  #ParentsRights #NoAgenda"
VoteBowles4PUSD,As they should!! …🇺🇸🎓#parentsrights #protectourgirls
katerina5k,"@KaJo503 @AdamPaulLevine @JBKSchlossberg @realDonaldTrump @TeamsterSOB Your article is 2 1/2 years old. Public sentiment has shifted a lot on this topic, and even more  states are slamming on the brakes. Then there's Minnesota's Tim Walz, who made his state a sanctuary for MINORS seeking gender affirming healthcare (usurping #ParentsRights)."
katerina5k,"@KaJo503 @AdamPaulLevine @JBKSchlossberg @realDonaldTrump @TeamsterSOB Minors can't enter into legally binding contracts because, under the law, they lack competence. Yet somehow, the Left is perfectly OK with usurping #ParentsRights and allowing greedy doctors to perform grotesque procedures on children. This is a stupid hill to die on, Democrats!"
HerbEeversmells,@marlene676 #parentsrights
CR_RefBapt,@kayleighmcenany #RejectTyranny #ParentsRights #DefundPublicEducation
shashik41972216,"Oxford World School in Pune is still demanding an additional month fee to issue a TC.Cleared all dues for one child, yet the school refuses to provide the TC. This is unfair and unjust. @mygovindia @EduMinOfIndia #RightToEducation #SchoolFeeIssue #ParentsRights #OxfordWorldSchool"
cotnspirit1,"❌ Schools are NOT substitutes for parental guidance. HB1945 could allow outside mental health providers to influence students without full parental oversight. @GovernorVA, VETO! @TVFF @VEOA_VA #Family #Health #ParentsRights #VetoSession"
NewsFromCCT,"Let’s Go Washington is fighting HB 1296, protecting parents’ rights in Washington state. Founder Brian Heywood says lawmakers are working against parents, but LGW is pushing back. Read more at https://t.co/GHLmZfDMJh #localnews #ClarkCountyWa #ParentsRights https://t.co/lMQ7LW5mc9"
NewsFromCCT,ICYMI: Critics say a late-night legislative move undermines parents’ rights in WA. Here’s the info: https://t.co/iJQURKy7zF #WAleg #ParentsRights #Education
bengalurupost1,"Before admitting your child to a school, ask for: \n\n🔹 NOC \n🔹 Fire safety clearance \n🔹 Qualified teachers \n🔹  All necessary certificates approved by various \n        boards\n🔹 Infrastructure &amp; amenities\n\nVerify before you decide! \n\n#SchoolSafety #ParentsRights #education"
EduGlasgow,"Last year, we created a letter for parents to send to headteachers (see: https://t.co/vpwhBHwbBl). It’s been a huge success! Parents report positive responses, helping schools steer away from contested gender ideology.\n#ParentsRights #SchoolSafeguarding"
avery_thro49852,💡 Trump’s Solution: Abolish the Dept. of Ed &amp; Put Parents in Charge\n\n✅ No more woke mandates\n✅ Parents—not bureaucrats—decide education\n✅ Redirect billions to school choice\n✅ End federal control over local schools\n\n#ParentsRights #EndFederalControl
avery_thro49852,The Dept. of Ed was created in 1979 to improve schools. Since then:\n\n❌ Test scores plummeted\n❌ Literacy rates declined\n❌ Over $1 TRILLION wasted\n\nWhat has it actually done? NOTHING.\n\n#EducationReform #ParentsRights
NewsFromCCT,"Washington’s HB-1296 sparks debate over parents' rights and school transparency. Critics say it limits parental involvement, while supporters argue it protects student privacy. Read more: https://t.co/iJQURKy7zF #HB1296 #parentsrights #educationpolicy #ClarkCountyWa https://t.co/5zUIcTuWpC"
Stangelawfirm,"Protecting fathers' rights is essential for ensuring fair and balanced family outcomes. Whether it’s custody, parenting time, or support, every parent deserves a voice. \n\nLearn more: https://t.co/yz6ddLcWzE\n\n#FamilyLaw #ParentsRights https://t.co/fsC4UBKmRt"
Wa_HROC,"""House Democrats vote against adding intent language \""Parents are the primary stakeholders in their children’s upbringing.\"" #WaLeg #Parents #ParentsRights \nHB 1296 -Amendment 397"""
Vijaykarnataka,ತಂದೆ ತಾಯಿಯನ್ನು ಚೆನ್ನಾಗಿ ನೋಡಿಕೊಳ್ಳದಿದ್ರೆ ಆಸ್ತಿಯಲ್ಲಿ ಪಾಲಿಲ್ಲ! ವಿಲ್ ಕೂಡ ರದ್ದು?\n#ParentsRights #PropertyLaw #InheritanceRules #LegalUpdate #KrishnaByreGowda \n\nhttps://t.co/x87xHKDcg1
NewsFromCCT,ICYMI: Let’s Go Washington introduces a new initiative to protect parents’ rights. Learn how this measure could impact local families and education: https://t.co/qTMpWKNRz6 #ParentsRights #Education #FamilyFirst #ClarkCounty
Canceledthotz,T is NOT LGB. New video just went live on Rumble &amp; YouTube. #2genders #parentsrights #wearebetterdayz \nhttps://t.co/VLPqv3M0ev\nhttps://t.co/E0sZApPFCa https://t.co/Q8c35p9kx7
RodeNode,#Education vs #ParentsRights https://t.co/8ytfKHtl2F
PatriotGinger27,"#parentsrights. This indoctrination of our children needs to stop and stop now!! This is the biggest groomer grift,  and we must protect our children. God doesn't make mistakes!  https://t.co/02PFzbGLfo"
GMediaGroupCa,Full Video Link - https://t.co/3QEYGqZxRV\nHow to Protect Your Kids in Schools? | Rights of Parents &amp; Kids |  Legal Pulse \n\n#ParentsRights #SchoolSafety #ProtectOurKids #PoliceTraining #LegalAdvice #LegalPulse #JusticeForAutism #EndPoliceBrutality #AutismAwareness #GMediaGroup https://t.co/jDdKqM70Is
RamzPunjabi,Full Video Link - https://t.co/ZooeR3xGN0\nHow to Protect Your Kids in Schools? | Rights of Parents &amp; Kids |  Legal Pulse \n\n#ParentsRights #SchoolSafety #ProtectOurKids #PoliceTraining #LegalAdvice #LegalPulse #JusticeForAutism #EndPoliceBrutality #AutismAwareness #GMediaGroup https://t.co/U1rYIXlN3G
KAhMonty,@toobaffled My Kids would never see a public school again. #parentsrights #informedconsent \nThis is going above and beyond SCOTUS rulings on parents rights and will likely get shot down.
Rxcare_store,🔥 A state Supreme Court just ruled that children can be force-vaccinated without parental consent.\n\nA 5-year-old was given a Covid mRNA shot against her father's wishes — and the court dismissed the case.\n\nParental rights are vanishing. What’s next?\n\nSpeak up. 🗣️\n\n#ParentsRights
talesofpiper,"""@KemiBadenoch @Conservatives **\""Kemi"
bernard_gress,@SenTomCotton #ParentsRights.
Aaj_Urdu,کیا والدین کی ہر بات ماننی چاہیے چاہے وہ غلط ہو؟\nمزید پڑھیے: https://t.co/p5rDnU0Jd7\n\n#AajNews #IslamicTeachings #ParentsRights #SpouseRights #RespectingParents #MarriageAndFamily https://t.co/nTcD2PbkmQ
NHCMoms4Liberty,@PamelaMcNabb22  @paytonmcnabb_ \n\nWe are so PROUD of you.  HOLD THE LINE. WE ARE WITH YOU.  \n\n#parentsrights \n#genderideology \n#titleix
NewsFromCCT,"🚨 New initiative to protect parental rights\nLet’s Go Washington introduces an initiative to repeal ESSB-5181, reaffirming parents’ authority in schools.\n📌 Read more: https://t.co/qTMpWKNRz6\n#ClarkCountyWa #localnews #ParentsRights #LetsGoWashington https://t.co/mvEh7nK4eU"
GettrAppendix,@funder You can avoid reality. \nBut you cannot avoid the consequences of avoiding reality. \n\n#DONTDEFUNDPUBLICSCHOOL\n#FUNDSCHOOLCHOICE \n#ParentsRIGHTS
MMacholz83279,"@GlennYoungkin Talk about this please &amp; thank you, Glenn #FuckTerry #ParentsRights #ButParentsDontHaveRightToMutilateChildren https://t.co/DV3xW2WRmD"
JustJamesGeorge,Maine schools keep gender identities secret from parents! 🤬 This is leftist indoctrination at its worst! Parents deserve transparency in education. Time to wake up and TAKE BACK our schools! #StopTheMadness #ParentsRights
MissingReagan,This is the best news. Texas is way ahead  of the curve on this.  Now end the Department of Education  and let states take the reins. #SchoolChoice #ParentsRights
NancyDoleMcGuig,@winwithwinsome @realDonaldTrump Stay out of other peoples business.  Weren’t you and Youngkin the ones who championed #ParentsRights (while lying to them about CRT Porn in schools) and now want to take it away?  Come one B..
suzylebo,"#ParentsRights are under attack. Trump’s EOs are awesome, but we have to get in the trenches to really beat this monster."
natfartman,https://t.co/mSyxd3pukl\nThis should already be required in the State of Colorado.  Does anyone know if there are federal protections to ensure that parents' rights and a minors rights who is not legally able to provide imformed consent are protected?\n#parentsrights #protectminors
Uncensored9865,@GregTSargent EXCELLENT!!\n\n#ParentsRights
dontquoteme8,8 grands\n0 vax!\nYes you can!💪💃\n#healthfreedom #parentsrights #Sovereign
AR1stNews,"Should parents be silenced at School Board Meetings?\n\nAs of now, most parents are silenced. But SB90 can restore #parentsrights to #FreeSpeech #arpx \n\nRead in link 👇🏻👇🏻👇🏻 https://t.co/24eiRbvSHL"
GatewayHispanic,🇺🇸 School Official Caught: Parents Block LGBT Agenda!\n\n🇺🇸 ¡Oficial escolar atrapado: Padres frenan agenda LGBT!\n\n❓ Should parents control classroom ideology?\n\n#GenderIdeology #ParentsRights #EducationDebate\n\nVer: https://t.co/luueEIo4W0
MelissaKoskinen,"""@PeteHegsethSec \""Absolutely support the ban! 🚫 I hope that children learn reading"
drchriscip,Here’s my reminder to all parents on what we can all still choose to do for our children. \n\n#BeUnapologeticallyImpatient \n#Inclusion #ParentsRights #DisabilityRights https://t.co/614pnbH4vG
NancyDoleMcGuig,@APSGrace @GlennYoungkin @SpanbergerForVA Frankly it’s none of your business what another does with their body or life like it’s not ours what gender affirming Botox fillers implant designer weight loss drug you use on yours 🤷🏼‍♀️ \n\nParents should have the right to decide what care their child receives \n\n#ParentsRights
Action4Canada,"""\""It’s time to remind the elected members of the school board that they are accountable to parents"
ChrisNICCY,Powerful and insightful meeting with @ParentingFocus_ Dads Talk. Grateful to those who joined and shared their experiences—I feel humbled and privileged to be welcomed and trusted.\n\nLooking forward to further engagement. #ChildrensRights #ParentsRights #ForEveryChildEveryRight https://t.co/qPpsaoOrAt
LynnC23128964,@elonmusk New York court systems need to be looked at. The Court Of Appeals overturning multiple cases family court cases because they violated parents rights #help #ParentalAlienation #parentsrights
ADFLegal,🚨 BREAKING: A fourth family has joined our lawsuit against a Colorado school district. Simply another attack on #ParentsRights to make informed decisions about their children’s education and privacy. \nhttps://t.co/xzRWIJeacM
Pete47003577909,"Bathrooms in Home Schools are statistically much safer too. It's time to defund Public Education, until they can prove their worth. #DOE #DOGE #ParentsRights"
EBaron69420,#SchoolChoice #ParentsRights
realangieanders,"@jeffhunt Devastating decision.\nJudge Brendan A. Hurson ruled that a young child is mature enough to choose irreversible surgery; to mutilate their bodies, remove healthy body parts, a lifetime chronic pain, &amp; taking  hormones indefinitely.\n\n#protectourchildren \n#parentsrights \n#regret"
MichelleT2013,@libsoftiktok Fire them all and charge them w distribution of pornography to children. #HoldThemAccountable #ParentsRights
2636elissa,Made everything a million times worst !! \n#parentalienation #parentsrights
iamclaudiee,The fact that so many teachers/“education” activists are getting online to fight parents over  #ParentsRights on #SchoolChoice tells me all I need to know about the state of our public school system. Teachers thinking they know our children better than us (THE PARENTS) is wild.
DeeDambrosia,@libsoftiktok @People4Pedersen You missed the memo: Parents have EVERY right to change anything necessary for THEIR children Anyone who says any different is …. You fill in the blank buddy #ParentsRights
ADFLegal,Every family should have the opportunity to choose the path that's BEST for their child.\n \nThe U.S. Supreme Court is to decide whether the nation's first publicly funded religious charter school should be allowed to open. #schoolchoice #parentsrights\n\nhttps://t.co/PVYfe07qLL
Deboritas33,"@FoxNews #WAState #Parentsrights \nMy son was assaulted at school, they let the kid walk off campus. The perp he went on to attack another student 1 hour later. The school said they didnt have any paper to give me regarding the incident. Waiting 48 hours to report is BULLSHIT!!!!!"
PRIEMaine,Are you supporting @RightsParents? \n#parentsrights\nhttps://t.co/mFnx2Y0gFe
Habarient,107
SSShockadelica,Democrats cry about democracy as they simultaneously  take a sledgehammer to it #washingtonstate has fallen to the dark side\n#parentsrights
TamraB80427,#ParentsRights ✝️🇺🇸
DFly3752,"@wildstein @TheNJGlobe @onnewjersey @RiderUniversity @JonBramnick @EdTheTruckerNJ @BillSpadea You got this @BillSpadea ....#COLANOW, #NOMOREBAILREFORM, #Parentsrights"
_PeacefulDragon,Colorado has become a dystopian nightmare. \n\n#ParentsRights #TransKids
sheenarose,"Washington state folks, be on the lookout!! Absolutely atrocious what's happening to our beautiful Northern State.. \n#WAstate  #housebill #parentsrights #republican #democrat  Check out washington4trump's video! #TikTok https://t.co/DSPdu08PTC"
NewsFromCCT,"House Bill 1296 advances in Washington, with Republicans arguing it weakens parental rights in schools. Read more at https://t.co/jlWPkjTPb4 #HouseBill1296 #ParentsRights #EducationReform #ClarkCountyWa #localnews https://t.co/xPqyUThit4"
MrStark_OG,@libsoftiktok @ChristinaK12 @CourageHabit @libsoftiktok @ChristinaK12 @CourageHabit And what about the parents? 🤔 Are they okay with this kind of rhetoric being pushed on their children? Or are they too busy being silenced by the woke mob? #WakeUp #ParentsRights #JustAsking
eyedowateyewant,FBI Targeting Parents? This is CRAZY!\n#FBISurveillance #ParentsRights #SchoolBoardMeetings #CriticalRaceTheory #DomesticTerrorism #FirstAmendment #ParentalRights #EducationReform #GovernmentOverreach #PoliticalDebate https://t.co/fA3Lv43SBG
gibbcat,"Their behavior is gross and disgusting! \nAnd by the way, Washington state is going bonkers! This needs attention @WAdemocrats2017 @NicoleShanahan \n@WARepubParty13 #parentsrights"
trashpanda2012,@libsoftiktok @Fjkii3 Parents rights are parents' rights and you as a teacher have NO right to parse that out as anything but #PARENTSRIGHTS!  You do not have a say! https://t.co/1Ai5Yr22je
NewsFromCCT,ICYMI: Critics claim this bill weakens the Parents’ Bill of Rights—now in a public hearing. https://t.co/PTa2xybm23 #ParentsRights #Legislation
WIFamilyAction,We are proud that WI was the 1st to offer a private voucher program over 30 yrs ago!\n\nWe believe parents know best &amp; should have the right to choose the best educational option for their child!\n\n#schoolchoice #educationalfreedom #parentsrights #wisconsin https://t.co/XovmNxsZiP
PRIEMaine,"REMINDER…people are the solution. We cannot operate as one without being able to communicate. Please RSVP. We travel to people because empowering and supporting them is the mission. Next weekend, we are touring up north!  #parentsrights https://t.co/XhrbHWMD0w"
kevinmayfield,#cityviewisd #bullying #parentsrights
PRIEMaine,Come meet the newest #premaine district leader Jen Goddard who will be working to make kids healthy again! https://t.co/7LoyFhVcys #parentsrights https://t.co/ddVfU4RJq9
LetsSortIt,@KcDiscover Gástapo tactics to squeeze money out of its citizens. #KansasCity why not just issue a ticket. \n\nWhat if a parent has to pick up a child from school? Get rid of the Democrat #KansasCity politicians. \n\n#parentsrights undue stress to its #KC citizens. These are Kamala Harris style
GETITDONEPROPE1,Topic: 'Understanding Parents’ Legal Rights Over a Child’s Property'.\nLink: https://t.co/W9fQiiEeOl\n\n#ParentsRights #ChildsPropertyIndia #LegalRights #IndianLaw #FamilyLaw #ChildInheritance #Guardianship #LegalProtection #IndianSuccessionAct  #PropertyLaw #IndianLegalSystem https://t.co/QxgrO6aNjR
schenectadyVENT,@MuertoweirdoNY @GovKathyHochul Case in point Kathy:\n\nhttps://t.co/NsTIdDHktB\n\nSomething happens to our NYS kids you won’t like it if their/our communication tools are confiscated and silenced by the State 🫣\n\n#ParentsRights #ParentalRights #MomsForLiberty
awhitehorse,The unrelenting effort to remove parent's right in WA is one of the reasons we now live in Texas.\n#parentsrights #waroompossee #courageiscontagious\n#seattleescapee
PRIEMaine,Don’t forget to take your https://t.co/4rfal5NsOY on the way! #parentsrights https://t.co/fmIE9a3rM7
IowaMutt76,@IAGovernor @AGIowa @IowaGOP Never Again!  #Scam #ParentsRights #MasksDontWork #Tyrant
Jugnuuu001,"@libsoftiktok Parental involvement is crucial, but let’s not forget the importance of creating safe, inclusive spaces for all children. Protecting rights should never come at the cost of marginalizing others. #ParentsRights #InclusiveEducation #Ohio"
BuhMule,Why do other people think they have the right to restrict what someone's kid is reading?  #Texas #Midland\n\n#ParentsRights\n#StrangerDanger\n\nhttps://t.co/wZEkc0wzqB
PRIEMaine,"@mike_soboleski has always championed the rights of parents and continues to do so in #msad11 Join us on Monday, January 20 as we celebrate a new day for the DOE and how we can maximize the momentum on the ground here in Maine! #parentsrights @RightsParents https://t.co/dvbPIpDBY2"
ClubPinelands,@wakeupnj Maybe because the @NJEA is teaching things they are not comfortable with. They need to get back to academics not ideology. #ParentsRights #Transgenderisamentalillness #DefundtheNJEA https://t.co/OJ4sCMliSC
malonydixon1209,@elonmusk\n@realDonaldTrump \n@RobertKennedyJr\nWe need to fix this #MAGA\n#parentsrights  https://t.co/6faOybFa7X
mk1V6Neon,@thevivafrei @VivekGRamaswamy @RealAlexJones @RebelNewsOnline @GBNEWS @LozzaFox @FoxNews @AdamCrigler @afneil @Timcast @UKIP @realDonaldTrump #ParentalAlienation #parentsrights\n#governmentcriminals #coverup #Britain #TwoTierKeir #LabourGovernmentRapists #LabourAreDangerous
patriottvnet,Parents FIGHT CPS over Child's Gender\n\n#ParentsRights #GenderAffirmation #CPSControversy #ChildWelfare #ParentalRights #ChildProtection #GenderIdentity #FamilyValues #LGBTQIssues #PoliticalDebate @ALEXNEWMAN_JOU https://t.co/uu5kchaawZ
MaineGrounder,⁦@TPUSA⁩  let’s get this back going! #msad11 is perfect opportunity to inform but really organize those dissenting and force these clinics under a microscope from bidding statutes to schools providing electric violating state regs #parentsrights https://t.co/2jwVzZCMqe
worldpeace42024,"""@WoHillsHawkeyes @WoHillsMusic #FireNikkiHudson #Students1st over Child Grooming! #ParentsRights to say \""NO\"" to Sexualizing Students! https://t.co/cxHqF9RDe2"""
MichelleT2013,Unfortunately for #NikkiHudson it's none of her f business. #ParentsRights
MehekCooke,"@jackwindsor Massive win for parents! Our children belong to us, not the government. We know what's best for their future! #ParentsRights"
rwg2024,"""#LiberalElites: \""Being a parent is easy"
BringBabyBack_,@LubaMacpherson @natalyanderson We have all been given gagging orders \n\nI question the lawfulness of such orders \n\n#bringbabyback #justiceforbaby \n#parentsrights \n#familycourt \n#secretfamilycourt\n#everychildmatters\n#WomensRightsAreHumanRights #socialworkermalpractice #socialworkermisconduct #newbiasedjudge
bob_chaplain,@KashPatelX Yes...\n#ParentsRights
losinmymind2020,@MarshaBlackburn @AnnieChestnut @wesghodges @Heritage Not with this bill. The 1st amendment protects speech from government overreach. If you want safer kiddos demand better parenting. It’s not the government’s responsibility to police what my kids see or interact with online. That’s my job. Stay out of it! #parentsrights
chrysallian,#parentsrights in a nutshell... https://t.co/jA5Vn5X1ot
thegreenthumb12,"Make sure you take our https://t.co/A86wbijvQu like Rep Mike Soboleski TODAY! We only ask for your town, so we can build a visual map that leaves no doubt Maine is a pro #parentsrights state!"
PRIEMaine,"Make sure you take our https://t.co/4rfal5NsOY like Rep Mike Soboleski TODAY! We only ask for your town, so we can build a visual map that leaves no doubt Maine is a pro #parentsrights state!"
MaineGrounder,@CourageHabit how do they plan on subverting the free market and resurrecting in a decade? Media literacy or critical media theory. Ask #ciah for more info… #parentsrights https://t.co/AoLhQGHWo4
HowThingsWorkOH,"SB 295 is government overreach that threatens education and #ParentsRights\n\nUnder this bill, #Ohio government could force districts to close schools, transfer control to private operators, &amp; more\n\nIt also overrides collective bargaining law — a direct attack on #WorkersRights https://t.co/816rGYW6el"
NatlAssnParents,"Wonderful, @pnjaban and @PamBondi @PamBondiAG! #parentsrights (as declared by SCOTUS) are civil rights. Freely consult with ParentsUSA. ParentsUSA battles every day for parents and their children, pushing back against government’s infringement of the rights of parents to raise"
NatlAssnParents,"@pnjaban @PamBondi Wonderful! #parentsrights (as declared by SCOTUS) are civil rights. Freely consult with ParentsUSA. ParentsUSA battles every day for parents and their children, pushing back against government’s infringement of the rights of parents to raise their children so long as not causing"
IowaMutt76,@IAGovernor @AGIowa Never Again!  Never close the schools again!  Never close the churches again!  #SueBigPharma #Tyrants #ParentsRights #MedicalFreedom
MaineGrounder,@unquirer this is same Craig was on @TruthSlingerX who was concise and authentic. He’s been a rock w/me from day 1. The 180 begins as soon as parents embrace/act upon their rights &amp; POWER. #parentsrights DO NOT end at the school doors. They are in the f seat w/their child. #prem
IowaMutt76,@IAGovernor @AGIowa #Tyrant #ParentsRights #CovidScam #Justice
PRIEMaine,This is from Board Director Barry Manning whose fb profile link is above and below. #parentsrights #msad11 https://t.co/hllhEKvaE8
PRIEMaine,"@unquirer FYI, we live in the NE so weather forces changes, so we have setup a great replacement with @beccapoet1 #msad11 #parentsrights #donoharm #1A #chillingeffect"
Conservative0rg,"@JudiciaryDems Deport the entire families!\n\nThese people are here illegally and should never have been allowed in in the first place.\n\nIf you really cared about families, you wouldn't be doing everything in your power to undermine #ParentsRights and push disgusting, deadly trans ideology, and"
JimCrawfordEsq,Every parent deserves to be heard. Let’s help you navigate custody with confidence. Watch our YouTube series and get started with a FREE consultation. Watch here: https://t.co/m5hCQDoOdX  #CustodySupport  #ParentsRights #CustodyJourney #FamilyLawTips https://t.co/mHeefcpsuk
JesseRehbei,#parentsrights \n\nhttps://t.co/OliV7V1Jpg
APSGrace,Virginia! Vote @WinsomeSears #ParentsRights
LisaRaymondAZ,I'm sure @Linda_McMahon will be very happy to hear @rweingarten's assertions that abolishing @usedgov is fine. 👍👇#parentsrights\n\nRandi Weingarten claims teacher union members are indifferent about Department of Education being abolished https://t.co/IrOiNMwCUE #FoxNews
Bookish120,Please give if you can. They are an outstanding organization. ❤️\n#ParentsRights\n#GenderAffirmingHarm
yeloghmeh,"@WBJonline @ChildrensNatl I checked in then canceled the unauthorized appointment to protect my rights as a parent, yet your leadership chose to misrepresent the facts. This is unacceptable behavior from a leading hospital. Accountability is owed, starting with your office. #ParentsRights #Accountability"
yeloghmeh,"@ChildrensNatCEO  I canceled the unauthorized appointment to protect my rights as a parent, yet your leadership chose to misrepresent the facts. This is unacceptable behavior from a leading hospital. Accountability is owed, starting with your office #ParentsRights #Accountability"
GoLionsTigers,Educational freedom is essential. Parents should choose what's best for their kids. \n\nLet’s stop letting bureaucrats decide their futures \n\n#SchoolChoice #ParentsRights
pyrmontvillage,@cafelockedout Progress …..They are After Our Children. Let’s kick them out instead #SocialMediaBan #auspol #ParentsRights #PenalColony
debradeboer,@RobertKennedyJr  please find someone and some way to stop this madness. #Travesty #parentsrights
Wadsack4Arizona,"I am a Young Americans For Liberty (YAL) HAZLITT activist legislative member in the Freedom Caucus. They invited me to Nashville, TN to speak on a panel of experts fighting for #ParentsRights against #DCS.\n\nIn 2023 &amp; 2024, I ran a bill TWICE to ensure parents the right to a trial https://t.co/0hrPDH5NZV"
cx_agent,DISGUSTING indoctrination of 5-6 y/o children with subjects that are way too mature for their intellect. This is mental torture and damage by the school system? Pull your kids out! Refuse to send them until these monsters are fired! #pedophiles #parentsrights
MarlowCul72,"No, Ma'am. Our children do not belong to the government. We do not co-parent with the government, either.\nAnyone with minor children (or 18 yr olds still in HS), pay attention and protect your kids. \n#parentalrights #Parents #parentsrights"
BrianDrives914,Why we need to reform #ParentsRights
TXNSDD,"🚨 🚨 TX pushes Bible-based lessons in schools, “optional” but with $$ incentives. No major funding since ’19—choice or pressure? We need fair funding, not indoctrination. #ParentsRights #TexansDeserveBetter\n🔗https://t.co/nFG6UgY9J2"
