author,body,datalegacylang
El Fantasma,"Los heroicos combatientes de la resistencia palestina en lucha por su estado palestino, respetos para la resistencia Palestina que nunca renuncia a 👏 liberar su patria del sionismo invasión opresor. \n#FreePalestine #Gaza #IsraelTerroristState Netanyahu criminal de guerra. https://t.co/5LgaR8vrxS",es
Abdulhamid,🆘Terör zindanlarından kurtulan Filistinli ağlayarak maruz kaldığı işkenceleri anlatıyor.😢\n\n#FreeDrHussam #MyHeroDrHussam\n#FreePalestine https://t.co/NraBCGWY8k,tr
Abdulhamid,🆘Hala uyanmadınız. Filistinli masumlar idam edilecek😠\n\n#FreeDrHussam #MyHeroDrHussam \n#FreePalestine https://t.co/EeeAuGkInb,tr
El Fantasma,"Yihadistas de Hamás en perfecta formación sin perder la disciplina, es una milicia de Gaza muy combativa y no pierden su objetivo de luchar por un estado palestino. \nViva Palestina, viva Gaza, viva Cisjordania. \nDel río hasta el mar Palestina será libre. \n#FreePalestine #Gaza 👍 https://t.co/t7oPSx0xm3",es
Rüya,"Arka planda yerle bir edilmiş Gazze…\n\nÖn planda ise bir İsrailli asker, ölen yaralı bir Filistinliyi taklit ediyor.”\n\nBunlar mı “dünyanın en ahlaklı ordusu”?\n\n#PalestineIsBeingStolen #GazaGenocide #FreePalestine https://t.co/Eb9UJ9Hu2C",tr
Rüya,false,false
ParsToday Japanese,【#ニューヨーク】\nユダヤ教徒、イスラム教徒、キリスト教徒がともに #パレスチナ 支援を訴えるデモを実施。\n「パレスチナが自由になり、占領が終わるまで闘いは続く」\n「すべての占領地はパレスチナに返還されなければならない」\n\n宗教を超えた連帯の声が、NYの街に響きました。\n  #FreePalestine https://t.co/JvQFD4Gph0,ja
Jimi Cullen,At the German Embassy in Dublin in support of the Ulm 5 whose trial started today in Germany.\n\nIreland stands with Palestine 🇵🇸\n\n#FreePalestine https://t.co/geJDjXcEIb,en
Rüya,"Siyonist İsrail, bugün Lübnan’ın güneyinde 3 yaşındaki Mila Zayyat’ı öldürdü.\n\nDünya, İsrail’in zulmüne ne zaman “dur” diyecek?\n\n#StandWithGaza #Lebanon #FreePalestine https://t.co/0PEW6EBIQl",tr
Ghali ⵣ 𓂆🍉🗝️🇵🇸,The original names of the cities in Palestine before colonization\n❀ #FreePalestine ❀           \n    •❁🇵🇸🗝️🍉❁• https://t.co/82yGcsbnFo,en
El Fantasma,"Prisioneros palestinos sometidos a las más crueles e inhumanas condiciones por el invasor sionista, no permitamos que cumplan los genocidas de Gaza sus ambiciones de ejecutar a miles de prisioneros por el simple hecho de ser palestinos #FreePalestine #Gaza #IsraelTerroristState https://t.co/sm3GchkWXm",es
Manel Márquez 🍉,"Brutal carga policial #mossos contra personas pacíficas en la manifestación de Barcelona.\nPedir la liberación de los detenidos/as de la Flotilla a Gaza, que Israel ha atacado vulnerando una vez más el derecho internacional, no es un delito.\n#FREEPALESTİNE https://t.co/pvXO5oVghl",es
𝙺𝚊𝚝𝚎 𝙶𝚕𝚎𝚎𝚜𝚘𝚗,This beaut arrived this morning. #FreePalestine https://t.co/aSdQo9IRKu,en
dr kemal saglam,"🔥 NETANYAHU VE YÖNETİMİNİ İDAM ETMEDEN BİZE HUZUR YOK❗️\n\n🔴 Netanyahu ve kabinesi, Küresel Sumud Filosu ile ilgili 'güvenlik toplantısı' düzenledi.\n\n#Netanyahuyaİdam  #GlobalSumudFlotilla #FreePalestine https://t.co/kJhFoqSO5B",tr
Maica Travesa 🐈🐱🐾,"Aunque no salga en muchos medios y no se hable todo lo que se necesita de ello, decir que el @openarms_fund ha zarpado para unirse a la  @gbsumudflotilla  compuesta por 60 barcos que ya se encuentran rumbo a Gaza.\n\n👏👏👏👏👏👏👏\n\n#PalestinaLibre \n\n#FREEPALESTINE https://t.co/bHRg7eraR2",es
Susie ✊💜🇵🇸,Sois PVTOS 4SESIN0S!!!!  🤮🤮🤮#FreePalestine 💪✊🇵🇸 https://t.co/AvQhDBRgMF,fi
Antifa_Ultras,#FreePalestine https://t.co/ckf6eOzGP7,qme
Rymu,"I understand that it may feel easier to counter zios lies by emphasizing that most of the victims are women and children.\nBut we must also remember that men are victims too, and the vast majority of them are innocent civilians.\n\n#CeasefireNow\n#FreePalestine",en
Abdulhamid,👉Gazze'yi Unutma Unutturma \n🏷️ FİLİSTİN İÇİN DİREN !\n🏷 #PalestiniansNeedYou \n🏷️ #FreePalestine\n🏷️ #FreeDrHussamAbuSafiya\nFree Dr Abu Safiya https://t.co/dSwsePtmzs,tr
Abdulhamid,👿Ağır silahlar ile donatılmış İsrail militanları Filistin'de öğrencileri öldürdü. Kim terörist?😠\n___👇✍️__\n#FreeDrHussam #MyHeroDrHussam\n#FreePalestine #TerroristIsrael https://t.co/mqi4UA3uKm,tr
Rymu,84 martyrs in one day but somehow this hypocrite heartless world keeps ignoring the suffering of the innocent civilians!\n#FreePalestine,en
Julio Rodríguez,"Nos concentramos frente a @MAECgob para poner fin a la impunidad y por la ruptura de las relaciones con Israel.\nTras abordar la @gbsumudflotilla, Israel ha secuestrado a 175 activistas, incluidos 30 españoles.\n#FreePalestine\n#NeverStopTalkingAboutGaza https://t.co/FtPvbWA2tu",es
Osman Altunterim,Dün geceden..\nFilistin meselesinde dünyanın vicdan sesi olan İspanya’dan..\nRayo’dan!\nTaraftar galibiyeti kutlarken futbolcusuna Filistin bayrağını veriyor ve tüm dünya bu anları izliyor!\nZalimler için yaşasın Cehennem!\n#FreePalestine  https://t.co/1Fugc6xQex,tr
🇵🇸 𝗠𝘂𝘀𝗹𝗶𝗺 𝗖𝘆𝗯𝗲𝗿 𝗔𝗿𝗺𝘆 ☪,Momen saat Zionist menyerang seorang Suster Gereja di Yerusalem Palestina https://t.co/oldtbISuoq\n\n#FreePalestine #Palestine,in
El Fantasma,"No importa con lo que defiendas tu tierra y libertad, lo importante es expulsar al invasor sionista genocida de los territorios ocupados a Palestina #Gaza #FreePalestine https://t.co/sU27zJA92X",es
nyum,ain't reading all that. \n\n#FreePalestine #FreeSudan #FreeCongo #FreeWestPapua #DestroyWhiteSupremacy,en
Dr. LilyFayed🇵🇸,Retweet and comment #FREEPALESTINE https://t.co/RXK4H9Ptay,en
Rymu,"Hey friends! Just a quick reminder from Tama to stick to the rules. It’s only one day a week, so unless it’s really necessary, try to hold off on transactions!✌️\n\n#FreePalestine\n#GlobalStrikeForGaza https://t.co/XZ4uajLsHR",en
Felipe Abalos Ch 🇵🇸,"Ella es Macarena Chahuan, la Chilena secuestrada en aguas internacionales por el sionista ejército genocida y ocupacionista de Israel @Israel, la pregunta es que está haciendo el gobierno de José Antonio Kast @GobiernodeChile (@Minrel_Chile), por su liberación.\n\n#FreePalestine 🇵🇸 https://t.co/iqPLdMGENk",es
Rymu,"The boycott is working, so we should continue.\nApps like No Thanks can help.\n\n#FreePalestine\n#CeasefireNow https://t.co/IIhFAgs5oM",en
turkuvazhan🇹🇷,Dünya insan eliyle oluşturulan böyle bir vahşet görmedi.... 🇹🇷\n\n#Gazze \n#GazaGenocide\n#FreePalestine https://t.co/2SiUDiSuQs,tr
Bilal 1453,false,2050666568560861446
whooooo.,#eurovision #freepalestine Since eurovision is starting let’s throw it back when this diva Marina Satti (a greek singer who represented Greece in eurovision 2024) started yawning when the i*raeli singer started to talk at the eurovision conference😛💅😏 https://t.co/sZYr9W6pYo,en
Carlos Bardem Oficial,"Este mensaje de apoyo no es solo solidaridad; es un llamado a la acción.\nUnidxs somos millones. Juntxs podemos cambiar la historia, juntxs podemos cambiarlo TODO.\nJuntxs navegamos y caminamos hacia la libertad\njunto a Palestina.\nÚnete a la movilización.\n#FREEPALESTİNE https://t.co/uPvYS08dPP",es
Gisella Ruccia 🇵🇸,"Pierino del mio ❤️, tu sì 'na cosa grande\n#1M2026 #concertone #Litfiba #1maggio #Gaza #FREEPALESTİNE #GlobalSumudFlotilla https://t.co/dHsXbX9DK1",it
Zarefa Wahid,"इजरायली IDF की शर्मनाक तस्वीर..!\nफिलिस्तीनी बच्चो को बड़ी तादात में इस तरह किडनेप करके ले जाते हुए सोशल मीडिया पर वायरल. \nइससे पहले फिलिस्तीनी नौजवानों की गिरफ्तार करके ले जाते हुए  वीडियो देख था,\n#FreePalestine 🇵🇸 https://t.co/aObM4ZD35I",hi
adams 🇲🇦🇵🇸,#FreePalestine help plz,en
ZionIreland,meet the #FreePalestine screaming scumbag who attacked Iranian women holding peaceful protest in Dublin today @Irishchutzpah @thejournal_ie @PresidentIRL @EwanMacKenna @Independent_ie @rtenews @dlLambo @ipsc48 @ivanabacik @MaryLouMcDonald @bfcdublin @IrishTimes @MichealMartinTD https://t.co/dPP8ms31TB,en
Sultan...!🇹🇷,"""Kardeşini Almak İstiyen Terörist İsrail Güçlerinin Karşında Masum Bir O Kadar da Cesur Yüreğiyle Ağzından Dökülen Çaresiz Bir Tek Cümle..\n\n\""Kardeşimi Bırakın Beni Alın..\""\n\nSöz Bitti...\n\n#FreePalestine https://t.co/eKK4rYtP17""",tr
Sultan...!🇹🇷,"Birbirinden Lanet İki Devlet..\nHindistan Ve İsrail..\n\nİsrail, Hindistan Yahudilerini İsraile Getirerek,\nFilistinde,Yerlerinden Edilen Halkın Yerine Yerleştirmeyi Amaçlıyor..\n\nFilistin Müslümanlarındır..\nEr Yada Geç O Topraklardan Silinen Yahudiler Olacaktır ...\n\n#FreePalestine https://t.co/bMM9Fs8kX0",tr
AmberJeden 💙⚡ 🇵🇸,#EndIsraelsGenocide \n#GazaCeasefireNOW  \n#FreePalestine 🇵🇸 \n#SaveAllChildren \n#Lebanon 🇱🇧  \nhttps://t.co/cuxBlCtmcV,qme
Abdul,@Independent_ie You never know what lies and tactics they spew 🤮. We can never trust anything coming from this Evil bast*rd's mouth. May God quickly make this world free from likes of Trump &amp; Netanyahu. #freepalestine #FreeGaza #westbank #Lebanon #syria #yemen #EndOccupation,en
Army🕶️,@bouchraSahrane Hasbunallah wanikmal wakil 🤲🏻🥺 \n#Freepalestine 🇵🇸❤️,in
Hαɱαƚσ Yσѕɧι 🌱,@Basket_Infos Pourquoi tu rapportes ses propos ? #FreePalestine #FreeBlazers https://t.co/Zq8ii60Mzo,fr
Freigeist,These children have been arrested. Where are they? Are they still alive? Will they also be hanged?\n@EU_Commission\n#FreePalestine\nhttps://t.co/53GRvaOehp…,en
Bom Dom,العجل البرتقالي وقح نرجسي متغطرس و سام\n#فلسطين_حرة\n#لبنان_المقاوم\n#FreePalestine https://t.co/z84qNFftm6,ar
🌹Harpo Can Talk 🇵🇸🌹✊☮️ ☂️🍉,Hold my beer German Nazis\n#ZionismisNazism\n#IsraelTerroristState\n#FreePalestine,en
Attila Teri,A few facts for your morning coffee! #WeStandWithIsrael #FreePalestine https://t.co/UWUOdYbVOW,en
Houda Berbache,@nadia__nabil #Stop_Gaza_Genocide \n#FreePalestine,qme
AitMelloul Ithihad,#FreePalestine\n#ZionismIsNazism,qht
Apístefto,@nooromany #FreePalestine,qme
Freigeist,@EyeonPalestine @maxotte_says Diese Kinder sind verhaftet worden. Wo sind sie? Leben sie noch? Werden sie auch erhängt?\n#FreePalestine \nhttps://t.co/HkcErDAQ3v,de
BibliovertAfridi (Viva Palestina),"FUCK MUNIR\nFUCK MARYAM\nFUCK SHARIFS, ZARDARIS &amp; ALL THE PTI PUPPETS. \n#FreePalestine\n#FREEIMRANKHAN https://t.co/QF8imyB9SJ",en
🤍💚#independent Dr* Nic❤️🖤,@MHurabiell it's apartheid\n\nit's genocide\n\n#FreePalestine,en
f50,#FreePalestine,qht
Eilene ⁷ california hot boy 🇵🇷🇨🇴♈️,"Massive Attack Full Visual Opener @ Wembley Stadium, September 18th 2025. #FreePalestine https://t.co/Lf8sKY17hr",en
porostengah 🔻🔻,A  Day in Iran. Pahlevi follower will have hearth attack to see this.\n#IranWar‌ #freepalestine #iran #arestnetamyahu,en
「柿の木訴訟」を支える会,#私たちを忘れないでください\n#ガザ翻訳\n#FreePalestine \n （後藤）,ja
Osman Altunterim,"Sabah şeriflerimiz hayırlı, günümüz huzurlu olsun..\nAllah, İsrail ve köpeklerini kahreylesin!\nBoykotu unutmayın! Zira bu namussuzların canını al parasını alma!\n#FreePalestine",tr
João Vicente,@Svm_Sevrae E olha que de genocídio a Turquia entende 🇦🇲\n#freePalestine,pt
Hamza Moh,#TrumpPedófilo #EpsteinFiles #FreePalestine #Gaza #Israel #Netanyahu,qht
Pamela T Snowden 🇮🇪🇪🇦🇵🇸🇪🇺#RepealTheSeal💚,Hey Israel! These are NOT your f*cking waters ok? And to the Greek Navy..... why ? #FreePalestine🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 https://t.co/n2MWs6ehVf,en
Hamza Moh,#TrumpPedófilo #EpsteinFiles #FreePalestine #Gaza #Israel #Netanyahu,qht
Tina Kulski,@MikeCarlton01 @PhillipAdams_1 These people are truly the dregs of civilisation. The fact our government tells us they are our friends and that we share the same values as them fills me with horror and shame. Never forget or forgive #FreePalestine #FreeLebanon #FromTheRiverToTheSea #GlobaliseTheIntifada now,en
MÜSLÜMAN IRK (HAKİKİ)🇹🇷🇵🇸🇱🇧🇾🇪🇸🇩,"""\""Ey ehl-i iman!\nÖldükten sonra dirilmek var",2050835666792030687
ayk.w,憲法記念日ですね\n私は前文が一番気に入っています\n\n飯能市は午後から突風が吹いており\nプラカードやフライヤーが飛ばされる可能性が高いので\n小規模アピールとなっています\n\n飯能駅前プロパレスチナスタンディング日曜支部スタートです\n#Freepalestine\n#Stopisraelgenocide\n#StopIsraelWarCrimes https://t.co/LXQrHNAF8Z,ja
MÜSLÜMAN IRK (HAKİKİ)🇹🇷🇵🇸🇱🇧🇾🇪🇸🇩,"İSLAM\n#FreePalestine Filistin Türkiye Suriye Gazze'yi gör #pazar Trump'tan İran Türklük silin Amedspor Diyarbakır Antalya ığdır istiklal nüfusun 10 yılı #samvgs #3MayısTürkçülerGünü\n\nSenin,şemse nisbeten 1 zerre bile olmayan hayatının da hissesi olduğunu anla,aklını başına topla,",tr
Pamela T Snowden 🇮🇪🇪🇦🇵🇸🇪🇺#RepealTheSeal💚,"Morning as we see one of the few joys of life:travel/seeing family, being cut due to jet fuel cuts. F*ck all of you supporting Trump and his illegal war on Iran. Now suggestions to buy fuel from the US??? WTAF🤷‍♀️\n#NoToWar #NoAlBloqueo #FreePalestine 🇵🇸🇨🇺🇱🇧🇮🇷",en
piuka GG,Este perro que mordió a una persona es noticia. Rumbo a Gaza ¡Freedom Flotilla! https://t.co/mDIgbFaSsh #FreePalestine #PalestinaLibre,es
Dôme 🇨🇵 🕊🇵🇸🕊👼🕊,@Nermeenalswaisi . #FreePalestine #FreeLiban https://t.co/vqitU6IuUB,und
Dôme 🇨🇵 🕊🇵🇸🕊👼🕊,@LevantWire @NeoResistant . #FreePalestine #FreeLiban https://t.co/j2aMAPghV8,und
Frances Naggs,#FreePalestine,qht
pablo capaldi,@MideastMyths @beyond_capital facts you say?\n#FreePalestine https://t.co/wvi1mTAr1n,en
Forlaget Nemesis,❗️#FreePalestine ❤️ (and #Lebanon ❤️ and so many others)\n\n#FightBack #satanic #Nazionism #MassFormation #psychosis,en
ゲダイ,雨が本降りになってきたので撤収してます☔️\nお疲れさまでした！\n#FreePalestine,ja
★King★Therapy★ 🎒🇵🇸,DONATE and SHARE \n#FreePalestine,en
Muzaffer KAHRAMAN,Nostalji tadında bir pazar olsun.. \nHayırlı okumalar.. ☕☕\n #stoptheexecutions #FreePalestine \nhttps://t.co/F6HOa1ducH,tr
CreakingGum 🍉🐨🌳🇬🇱,@BellaHende56768 @dannydanon @EliseStefanik Broadly agree but if you look at the protesters you will find that a good contingent of Boomers are anti-Zionist and calling to #FreePalestine. All generations can see Israel's atrocities so the question is why people choose to look away.,en
io🕊,パレードには参加できなかったが、この子に会えたから悔いはない…\n#憲法大集会2026\n#StopGenocide\n#FreePalestine https://t.co/YQUAU8HonV,ja
Ahmed Feraset,@ruyaselcuk #PalestinelsBeingStolen\n#GazaGenocide‌ \n#FreePalestine,qme
Bev,They are a sick people. How are we partners or allies with this level of evil???\n#FreePalestine,en
Forlaget Nemesis,❗️ #FreePalestine ❤️\n\n#FightBack #satanic #barbarism #neandertaler #Nazionism,qme
Finian Burke,@ahmedziaddd I wish all the goodness in the world to you and your family! #FreePalestine,en
gimmethegoodnews,#fuckisrael #FreePalestine #arribaespaña #🇪🇸 #politics,und
Saimkhan.tk💭🇵🇸🇵🇰,Finally Tekken 8 is Healing the way player are Stick to their Characters after nerf is a proof and win evo with Kazuya is Also a big proof Masha'ALLAH ❤️\n\n#freepalestine🇵🇸 #tekken #evo,en
Genrusai ٱلْمَجِيدُ Abdul,#freepalestine🇵🇸 #freepalestinenow #freepalestinefromzionist #freepalestinefromisrael 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 https://t.co/13shdkK5X9,qme
猫若丸🍙,#FreePalestine 🇵🇸🐈🐾🕊,qme
Ahmed Feraset,@ruyaselcuk #PalestinelsBeingStolen \n#GazaGenocide‌ \n#FreePalestine,qme
Keala Kelly,"""@GhaliZayane If there is anything anyone can say that is \""great\"" about any American value or person that would be Rachel Corrie and what she embodied as a human being with conscience and courage and absolute love for humanity. #FreePalestine""",en
Keala Kelly,"""If there is anything anyone can say that is \""great\"" about any American value or person that would be Rachel Corrie and what she embodied as a human being with conscience and courage and absolute love for humanity. #FreePalestine""",en
Saimkhan.tk💭🇵🇸🇵🇰,And The Way Ikari Plays I Learned a lot of things Alhamdulillah and What a sidesteps and The way he cancelled Wave dash and quickly did Electric literally amazinggggggggggg Big respect and love for ikari❤️🥺👊🏻\n@TK_iKARi\n\n#freepalestine🇵🇸 #tekken #evo,en
IA castillo ✳️🇵🇸🇨🇺 🇪🇭☭,"@DaniMayakovski @AmayaGini Si existiera justicia universal, estos videos servirían como pruebas para llevar a estos nazi sionistas israelíes a la horca.\n#FreePalestine 🇵🇸 #ZionismFascism 🇮🇱 #IsraelGenocida",es
Rehberim29,@RTElice_ #FreePalestine❤🇹🇷,qme
~ŇĚŠLİHĂŇ🤍🇹🇷💦,"""\"" Yaşamak umrumuzdadır. Çünkü; Daha ittrail’in yok oluşunu göreceğiz ! \""\n\nGün u m u d a aysın\n#bismillah\n#Gün_aysın 🌞 🇵🇸 🕊️\n#FreePalestine\nSelâm ve Duâ ile...\n\nLÂ GALİBE İLLALLAH ☝️ https://t.co/eDHeevYn0l""",tr
Loquesomos,Este perro que mordió a una persona es noticia. Rumbo a Gaza ¡Freedom Flotilla! https://t.co/BSsxZglIXb #FreePalestine #PalestinaLibre,es
Hoste__hoste,Peki siz nasılsınız ? 😔\n\nMüslümanların çocukları ölmesin diye sokaktalar... \n\n#gazze #iyideğilim #freepalestine🇵🇸 #sumudflotilla https://t.co/lylBtqqFuT,tr
🇹🇷KAVL-İ SEDİD🌷Vatansağolsun🇹🇷,"@Metin4484_3 ANNE ve ÇOCUKLARı,\nGAZZE,\n#GAZA🥲\n#GazaGenocide‌ \n#FreePalestine🇵🇸 \n      ☝️\nGAZZE'Yİ GÖR🔻\n #PalestineIsBeingStolen🇵🇸\n#BOYCOTT",tr
Abner9 ⭐️⭐️⭐️⭐️⭐️🍉🇯🇴⚓🦀,@insideoverita @gallettediriso #FREEPALESTINE 👏👏👏👏👏,qme
Nederlandse Vrienden Van Israël 🇳🇱🎗🇮🇱,@claudiavz @MiaZonder Goed dat @AIVD de verbanden tussen #FreePalestine #PGNL en #hamas aantoont 🇳🇱👫🏼🇮🇱,nl
Marc Watkins ⚖️,"As I watch this, I can't help but think that if he were Palestinian existing in Gaza a terrorist w/the star of David on their uniform would have sniped him.\n\n#FreePalestine",en
Syed Faisal Iqbal,NEVER FORGET WHAT ISRAEL DID TO GAZA!\n#IsraelIsATerroristState \n#FreePalestine https://t.co/LGHZcP7dPk,en
ゲダイ,栄パレスチナアクション間もなく！三越ライオン前だよ！\n#FreePalestine https://t.co/bjfBlfUC8h,ja
PARASARA TOSIF,Where is @WHO #freepalestine #savegaza #savechildrenpalestine #savechildrenpalestine #savegaza #israelterroriststate #israilterrorist #idfterrorist,en
Roh,"@jacksonhinklle #FreePalestine Indonesia bersama Palestina, orang baik bersama Palestina",in
Nhn@123,#freepalestine\n#GazaGenocide‌ #istandwithpalestine,qht
Army🕶️,@Ferdi_Karabasan #Freepalestine 🇵🇸❤️,qme
Army🕶️,@nooromany #Freepalestine 🇵🇸❤️,qme
use your 🧠!!!,"@black_amer1can Stating a fact is “wishing harm on women”? Maybe as a “black man” that you claim to be, go tell your fellow black men to STOP abusing women in general? LMAO. Also, #FREEPALESTINE!!!!",en
bleak,🇵🇸 The Sameer Project 🇵🇸 \n🍉 Are Helping Palestinians 🍉 \n🦺 Live Through Genocide In Gaza 🦺 \n🤲 Please Donate 🤲 Follow 👀 Share 📢🇵🇸 \n🚨 Real‼️ Extreme‼️ Emergency‼️ Gaza‼️ 🚨\n🇵🇸 #FreePalestine 🇵🇸 #Palestinians #FREEPALESTİNE #FreePalHostages #Gaza #Gaza_is_dying_of_hunger,en
NoRetreat,#Israel #FreePalestine,qht
edith mercader 🇺🇾,@Silvianewnew @MinLubetkinUy @OrsiYamandu @TelemundoUY @TelenocheUy @Subrayado @elpaisuy @5noticiasuy @ObservadorUY @OPetinatti @igalvar71 @alainmizrahi @camaraceleste @marianarethen @desayunos12 @PedroBordaberry #FreePalestine,qme
Cruelty Free,@ChezkieT @DropSiteNews Cry harder #FreePalestine #StopKillingChildren #StopTheGenocide https://t.co/1HutTgvSIp,en
Yılmaz 1453,#FreePalestine\n#FreeTurkistan\n#VoiceForGazaAndSudan\n#NoToCivilianExecutions\n#IsraelDidNotCeaseFire\n#GenocidialNetanyahu\n#FreeUyghur\n#nazisrael\n#PalestineOnTheGallows\n#HelpReachGaza\n#ZionistOccupationInPalestine\n#terroristisrael,qht
Irfan Kumbhar,@ahmetgemici2990 #FreePalestine #Gaza #GazaGenocide #PalestineUnderAttack #GenocideinPalestine #GenocidioEnGaza #FreeGaza #Palestinianlifesmatter #PalestinianLivesMatter #Israel_Enemy_of_Humanity #IsraelTerroristEntity #IsraelTerrorists #Hunger #AllEyesOnGaza #Chiled_Abuse_in_Gaza PALESTINE 🇵🇸 ♥️,et
Bibina,Free Gaza \n#FreePalestine,en
ayk.w,また次の抵抗者がそのポーズ決めるだけだよな\n#Freepalestine\n#Stopisraelgenocide\n#StopIsraelWarCrimes\n@IsraelinJapan,ja
🇹🇷Rahim Kaplan🇵🇸,@DigonAgan @ttborgtr Aleyküm Selam.\n#FreeDoğuTürkistan\n#FreePalestine\n#FreeGaza\n#FreeSyria\n#GazaStarving\n#GazaHolocasut\n#Boycotİzrael\n#Boycotİsrail\n#BoykotaDevam\n#Sudan\n#İran,tr
RuangAntiHoax,"Kenapa Indonesia belum keluar dari Board of Peace?\n\nKarena ini jadi ruang manuver diplomasi baru di tengah kebuntuan panjang konflik Gaza.\nBukan soal ikut blok tertentu, tapi bagaimana Indonesia tetap punya peran untuk mendorong solusi. #BoardofPeace #BoP #FreePalestine https://t.co/Ib8h9ZicxA",in
Amras,false,2050801472183398499
Mr. Kiwi,@threepigz @rikibowler That’s very kind I appreciate that. My mind was a mess in there trying to feel grateful whilst being flooded with images of bombed hospitals and suffering people elsewhere a total minduck one might say. But out and still grateful. #freePalestine #BDS,en
Münteha 🧕🏻💍🇹🇷,@Davam_Gazze @Vip7767788 #FreePalestine #Gazze #JeffMonson,qme
Bibina,Free Gaza \n#FreePalestine,en
