author,body,datalegacylang
RstBltReaganite,@StopZioterror This horseshoe is actually accurate.\n#standwithisrael,en
TheMagaDad,"@hippyygoat How much land did Israel have when she said this 48 years ago? How much land does Israel have now? Kinda proves that she was wrong 48 years ago, and all of you that agree with her, are still wrong today. #StandWithIsrael",en
Jacob94477049,@StephanvBaarle Niks niet illegaal.....#StandWithIsrael,nl
NMarcarian,"@JulienOdoul @mthistoria Allez, une quiche de plus… 🙄\nDémission ! \n#StandWithIsrael ! https://t.co/X9SMygRBNd",fr
OliverSKBerlin,Shalom &amp; Shavoua Tov vom Ben-Gurion-Airport @TelAviv 🌴🥳🌊 @Israel 🇮🇱💙🕍✨️. Jerade im Heiligen Land anjekommen 🛬☺️. \n😎lly-Land 🤝 #HolyLand #visitIsrael #standWithIsrael 💪\n@larissafusser @TDrygala @AfDLindemann @mako_bln @Oliver141269 @G_13_G @Isabelle85995 @peppi1712\n👇 https://t.co/wRCOA12eIJ,de
tobierna,Prezydent 🇮🇱 Isaac Herzog rozpoczął wizytę w 🇰🇿. \n🇮🇱🤝🇰🇿\n#StandWithIsrael,pl
tobierna,"""Prezydent 🇦🇷 @JMilei z wizytą w 🇮🇱. Pierwsza strona dzisiejszego wydania \""Jerusalem Post\"".\nTytuł głosi: Witaj Bracie! \n🇮🇱🤝🇦🇷\n#StandWithIsrael https://t.co/smSOx61rU4""",pl
isabellaab61379,#7ottobre per non dimenticare mai gli 80 anni di inganno palestinese che riceve sussidi da tutto il mondo per fare terrorismo ed esportarlo in tutto l'occidente. FORZA ISRAELE #standwithisrael,it
YossiAmar_,History repeats itself when people stay silent.\nWe won’t.\n\n#NeverAgain #StandWithIsrael #YomHaShoah https://t.co/sJpvxZuIkj,en
truthlibertyco,"The brutality of the October 7th attacks is undeniable. Hamas soldiers filmed themselves committing savage acts, murdering civilians, including babies, in ways designed to inflict maximum pain and humiliation.  #NeverForget #StandWithIsrael https://t.co/TvLNjt6bRo",en
carico1970,A state that has citizens like these will never lose any war.\nA state whose citizens say that our country must die so that we can live will lose in all wars.\n#standwithIsrael https://t.co/hTjUqcFD90,en
rafaeldahan,"""21 UUR ONDERHANDELEN MET TERRORISTEN   🇺🇸\n\n\""Geen akkoord.\"" JD Vance: \""Dat is slecht nieuws voor Iran.\"" Jullie hadden helemaal niet moeten gaan onderhandelen met sadistische barbaren. Sukkels!\n\n#FinishTheJob #StandWithIsrael https://t.co/TVUzJMPj1c""",nl
tobierna,🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱\n#StandWithIsrael https://t.co/HhjkqBtExw,qme
ZoeKyoto,"🚨60 illegale Infiltratoren in einem Müllwagen gestoppt – Hizma-Checkpoint. \n\nNicht jeder will Frieden. Manche wollen einfach nur unbemerkt rein. \nIsrael schützt seine Grenzen. Das ist kein Verbrechen, das ist Überleben.\n\n#StandWithIsrael #SecureBorders",de
TheMagaDad,"@sahouraxo @MT6200elev Cool, I'm going fishing. #StandWithIsrael",en
noachhacker,BIG NEWS! 🇮🇱💸\nIsrael’s first shekel-backed stablecoin is officially approved!🚀\n\n#InvestInIsrael #StandWithIsrael #Unstoppable,en
YanaLukeman,It’s erev chag in Israel. Families should be sitting down for their Seder to mark the continuation of our story from generation to generation. \n\nWe Are Not Going Anywhere. \n\n#StandWithIsrael,en
gunwaifu111,Palestine vs Israel - the difference between their “freedom fighters” and our IDF heroes! #IsraelUnderAttack #StandWithIsrael #Gaza #IDF https://t.co/JZrntFy8Pc,en
JonahTanks,"@RealCandaceO @aryngomx @RealCandaceO, True MAGA stands with Israel &amp; Israelis fighting terror – it's not 'neocon', it's American &amp; biblical! We laugh at jokes but call out smears on widows like Erika.\nThis sign nails the REAL death cult 👇\n#MAGA #StandWithIsrael #FreeSpeech 🇺🇸🇮🇱 https://t.co/73xHYalQKp",en
tobierna,Brawo 👏\n🇪🇺🤝🇮🇱\n#StandWithIsrael,pl
ICANAction,"Standing with Israel means standing for democracy, innovation, and shared values. The U.S.-Israel alliance strengthens both nations — and ICAN is here to ensure that bond remains unbreakable. 🇺🇸🇮🇱 #StandWithIsrael #USIsraelAlliance",en
OliverSKBerlin,#VisitIsrael @Israel 🇮🇱💙🤍 #StandWithIsrael 💪\n👇 https://t.co/XRXaGWbI12,qme
WarportalNews,"@IsraeliPM 1000% CORRECT! The ICC is a corrupt, biased, and utterly bankrupt kangaroo court serving as a lawfare weapon for Israel’s enemies. Netanyahu is a hero defending his people against Hamas terrorists — not a criminal. CLOSE THE ICC NOW! 🇮🇱\n#Netanyahu #ICC #StandWithIsrael #EndTheICC",en
WellsJorda89710,🚨Exposed: Michigan Democrat Candidates Slam Netanyahu While Their Faith Calls for Israel’s Destruction #WarCriminal #Netanyahu #StandWithIsrael #Michigan https://t.co/EqXTAxsZDD,en
YisraelOfficial,#StandWithIsrael \nand \n#SupportIsrael \n\n#BeTheLight ❣️ https://t.co/kYNX886CkV,und
SivanAbx,"Spot on analogy. Not every pitbull is vicious, but the ones that are almost never golden retrievers. Same pattern we're seeing lately. \nAm Israel chai 🤘🏻😎\n#PitbullAnalogy\n#AmYisraelChai\n#StandWithIsrael",en
astra1004,No wreszcie! \n#StandWithIsrael,pl
HerrBains,Yom HaShoah Ve-Hagevurah.\nNever Forget Never Forgive.\n\n#StandWithIsrael,en
briangriffin022,#StandWithIsrael🇮🇱,qme
bald26068,@silvia_salis @chetempochefa Ecco il 25 Aprile della sinistra alleata all'islamo-nazismo\nIl musulmano saluta gli ebrei  dell'eroica Brigata Ebraica alla maniera di Amin Al Husseini che tanti ebrei fece sparire nei campi di concentramento \n#25aprile\n#standwithIsrael https://t.co/myXw71m0bl,it
Mr_Red_Ganda,#standwithisrael https://t.co/BGQHCbY6kO,qme
Jacob94477049,"@RJKonrad Goede zaak om die provocerende klotelui het dorp uit te jagen...Pro-pally demo's hebben niets met demonstreren van doen...het is krijsen, provoceren en de gezichten bedekken.  Er komt een moment dat de meerderheid in NL er klaar mee is...#standwithisrael",nl
mariafe59489540,@isaacrrr7 I #standwithIsrael 🇮🇱🇮🇱🇮🇱🇪🇸💪 https://t.co/G6838JyvA1,und
isabellaab61379,Ed invece i terroristi devono stare in galera! #standwithisrael,it
broome_rodger,@SallyMayweather War on Terrorism!!! #standwithIsrael,en
broome_rodger,@SenatorBennet It is a war against Islamofacist Terrorism. 9/11 Never Forget! October 7 Never Forget! #standwithIsrael,en
federicoalves,🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱\n#StandWithIsrael,qme
CSmithGenX,@ChrisMurphyCT #FreeIran‌ #standwithisrael https://t.co/Bbw8lfBTGk,qme
eli_thepunisher,🔥 Domande che scottano. A cui i piccioni pro 🇵🇸 non rispondono mai.\n#StandWithIsrael\n#AmIsraelChai https://t.co/5duj1E9jUF,it
noachhacker,IT’S FRIDAY! - Time for our weekly economic update on Israel 🇮🇱\n\n💻 High-Tech Exports Surge\n🤖 AI Adoption Up Significantly\n🏭 Industrial Production Rising\n\nGet the details in our weekly newsletter!\n\n#InvestInIsrael #StandWithIsrael #Unstoppable https://t.co/zsF7AqBLk5,en
SivanAbx,The Ginger Man is singing… 😂🧑‍🦰\nYOU KNOW WHERE YOU CAN SHOVE YOUR PALESTINE!\nA refresh of this live banger Sound up! 🎤🔥\n#Ireland #Irish #StandWithIsrael,en
Johnsmithxodn,@PSUWRESTLINGBBC @Chiivie_ The #standwithisrael in your bio is hilarious you need to be put down,en
tobierna,Shabbat Shalom! \n✡️🕎\n🇮🇱🇮🇱🇮🇱\n#ShabbatShalom\n#StandWithIsrael https://t.co/sQzogCLgF9,hi
Cancel_EU,@micheleggermont #Israël is een trouwe bondgenoot #StandWithIsrael,nl
Sydneyberlin,@Jamesjonesik8 Oh finally! That anti-semitic lying piece of human $hit! #StandWithIsrael,en
isabellaab61379,@netanyahu @ParfemR 👏👏👏👏👏👏👏👏👏❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ #srandwithNetanyahu #standwithidf #standwithisrael,qme
Anonimus1660,#FreeIran2026\n#StandWithUkraine\n#StandWithIsrael\n#FreeKurdistan\n#GreenlandIsDenmark\n#StandWithTaiwan\n#EastTurkistanGenocide\n#DoğuTürkistandaSoykırımVa,qht
Manou_NewOn,"@zeitonline Liegt es etwa an der seit Jahren zunehmenden Kritik durch die linksgrüne Politik in Deutschland? Liegt es an den PrintMedien &amp; dem #Zwangsgebühren_ÖRR, die offen andauernde Kritik an Israel &amp; Netanyahu üben, weil diese sich gg Übergriffe wehren?\n#StandWithJews \n#StandWithIsrael",de
Yaldablue777,"@israelititan Pete Hegseth is the warrior leader we need at Defense! Oct 7 was pure evil, and he’s delivering the strong, unapologetic support Israel deserves. No weakness, just strength against jihadi terror.\nThank you, Secretary Hegseth!\n#StandWithIsrael @PeteHegseth",en
DevinPifer,@MandyEire @MarioNawfal #StandWithIsrael 😘,qme
Cancel_EU,@Nassreddin2002 #Israël  is onze trouwe bondgenoot #StandWithIsrael #FuckHamas #FuckHezbollah #FuckAyatollahs #FuckIslam,nl
TalkingPointIL,Stop these ignorant libels against Israel.\n#Israel #StandWithIsrael https://t.co/I9jJpKuc5O,en
biscoticha,@Zeev81309558 #StandWithIsrael,qme
barton1996jo,Impeach!  Islam is incompatible with our American Republic!  Pray for and #StandWithIsrael against the Islamization of Western Culture!🙏🇮🇱🇺🇸 #ReadtheBible #SeekYeshua #StopVotingDemocrat #NoSharia #DefundtheUN #AssimilationIsEssential,en
vickyfnd,@kemalozturk2020 Keep the advices to your self.  Advices from Turks not accepted. #StandWithIsrael,en
loses_any,@MOSSADil ♾🙏🙏🙏🙏♾\n\n#NeverForgiveNeverForget\n\nNeverAgainIsNow\n\n#IsraelUnderAttack\nDontLookAway\nBreakTheSilence\nbetheirvoice\nStandUpToJewishHate\n\n#StandWithIsrael\nAm Yisrael Chai,en
Phil_83,"@Maurizio_Lupi Che vergogna e questo sarebbe un governo di cdx???? Basta sottomissione alla sinistra radicale ed alla sua egemonia culturale, assurdo difendere dei croceristi comunisti che vogliono supportare l'islamismo #StandwithIsrael",it
dupdubidup11,@J_M_Jacoby Dann bin ich gerne Faschist\n\n#STANDWITHISRAEL,de
dupdubidup11,@rfreder929 @sahouraxo That´s right.\nThere are too many morons running around.\n\n#STANDWITHISRAEL,en
dupdubidup11,@sahouraxo Danke Israel für Deinen Kampf gegen das Islamistenpack!!\n\n#STANDWITHISRAEL,de
fanisoranje,"@giopsos Σιχαμενα ισλαμοφασιστικά βρωμοναζίδια, επίγονοι του Χίτλερ, αηδιαστικά μισάνθρωπα εκτρώματα, ΠΟΤΕ ΞΑΝΑ! \n#NeverAgainIsNow\n#SmashNazism\n#StandWithIsrael https://t.co/wmMI6Y0ZrC",el
BeuthlerRichard,#StandwithIsrael,qht
astra1004,#StandWithIsrael https://t.co/RyQdxz4b13,qme
AlexeyTheGre_at,#standWithIsrael https://t.co/qldFw4z9uj,qme
IndoIsraelNexus,India stands with Israel! 🇮🇳❤️🇮🇱#India #Israel #StandWithIsrael #StandWithUS https://t.co/ofm7WNtcAR,en
TheMagaDad,"@ElectBilzerian Well, it's a good start. #StandWithIsrael",en
isabellaab61379,@SamueleLucia_ @GiorgiaMeloni A voi dovrebbe essere impedito di pronunciare le parole diritti umani e diritti delle donne. Difendete un finto genocidio e state zitti contro l'orrore dell islam politico e della jhade islamica. #freeiran #freeitalyfromfreepalestine #standwithisrael,it
TheMagaDad,"@abierkhatib Israel wins, TERRORISTS lose. #StandWithIsrael",en
TheMagaDad,@sahouraxo AI photos are fun. #StandWithIsrael,pt
TheMagaDad,"@SaraReyi Israel isn't banned from FIFA or Iran, in fact, Israel has been in Iran actively removing the Ayatollah and everyone in his circle. #WINNING #StandWithIsrael",en
CorkyCarla,@HamasAtrocities @Eyalo365 #palestineisalie #fckislamicjihad #standwithisrael #genocidemyass #fightjihadistprooeganda #thewestmustwakeupnow,qme
Popyecake,Golders Green the site of more atrocities in North London but thank God the Jewish victims aged 79yrs and 34 yrs old are in a stable condition and police are still trying to uncover the suspect's (45yrs)  nationality #endterrorism #saynototerrorism #standwithIsrael https://t.co/6gEtargUuS,en
sarahlynn621,"@Israel \n\nAs long as there's one person standing in the face of evil, there will always be hope. \n#israel #standwithisrael #Trump #viralvídeo #fypシ゚ https://t.co/4BimYxywQf",en
Lebanese_herzl,#Lebanon #Israel #StandWithIsrael,qht
mello3_Bonn,"In Berlin wird man vermutlich auch ähnlich überrascht sein, wenn es denn soweit ist. Leider wohl nur eine Frage der Zeit, bei dem hasserfüllten antisemitischen Mob, der da frei rum läuft. #standwithisrael",de
JrBlowe,@Ilhan #Trump2028 #StandWithIsrael https://t.co/VHv6wjDU8N,qme
noachhacker,UNBREAKABLE BY DESIGN!🇮🇱\n\n2.5 years of multi-front war:\n\n👶1.4% population growth\n📈1.7% rise in GDP per capital\n🥇1st in household savings in OECD\n🚢15.8 months of imports in foreign exchange reserves\n\nNot backing down!💪\n\n#InvestInIsrael #StandWithIsrael #Unstoppable https://t.co/Jn1lS7ellz,en
fanisoranje,Jewish people are the real victims of #genocide! \n\n#StandWithIsrael\n🇬🇷💙🇮🇱,en
Truthisabsolut1,"While flirting with Hamas-supporting islamists and extremist leftists politicians have utterly betrayed the jews living in Europe - even to the point of them being massacred on the streets of #London. Shame, Shame, Shame on you! #StandwithIsrael",en
Cancel_EU,@OostraDj #StandWithIsrael #FuckHamas #FuckHezbollah #FuckAyatollahs https://t.co/FLqjr3RAVx,qme
BarrySegalVFI,"2025 Annual Impact: Hope in Action \n\nBecause of your support, lives were protected, families were fed, and hope was restored across Israel. Here’s what we accomplished together in 2025: \n\n#StandWithIsrael #VisionForIsrael #IsraelImpact https://t.co/DSW9Li5PVY",en
federicoalves,🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱\n#StandWithIsrael https://t.co/3t39eUEYIt,qme
federicoalves,🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱\n#StandWithIsrael https://t.co/JroVJVfL8g,qme
BorkaKot,EN:  \nIt’s deeply disturbing that a US soldier was charged for threatening to kill every single Jew inside a synagogue. Such hatred underscores the urgent need to stand united against antisemitism and protect Jewish communities everywhere. #NeverAgain #StandWithIsrael\n\nRU:  \nВызы,en
o_rig03,Mancava solo faccetta nera e il corteo anti fa con bandiere della Palestina e saluti romani era perfetto 🤢🤮\n\n#StandWithIsrael ❤️🇮🇱 https://t.co/sadWCbCrBV,it
LMAOmaster2003,#Standwithisrael #SupportIsrael,qht
Sydneyberlin,"@KinaMagica @realMaalouf Neither Trans-people nor the Islamist terrorists in Gaza experience “genocide”. The Jews were the ones that did, very factually so. Stop using this term for your mentally retarded view of the world! #StandWithIsrael #LGB #NOTqueer",en
Sydneyberlin,"@realMaalouf Most gays and lesbians would never support this crap. But the retarded QT-crowd with this regression rainbow flag, that’s a different story. I for one, as a gay man, wholeheartedly #StandWithIsrael #LGB #NOTqueer",en
Cancel_EU,#Genocide fabel ontrafeld..excuses @oxfamnovib @amnesty @NLRebellion @NOS @UvA_Amsterdam ???? #StandWithIsrael #FuckHamas #HamasNazis,en
FFantaseer11675,#StopAntisemitismNOW\n#STANDWITHISRAEL https://t.co/CkkPXpTbRB,qme
Woestijnroeper,@Maya144796 Netherlands 🇳🇱 #StandWithIsrael https://t.co/nvK1LCbgOb,en
Anonimus1660,#FreeIran2026\n#StandWithUkraine\n#StandWithIsrael\n#FreeKurdistan\n#GreenlandIsDenmark\n#StandWithTaiwan\n#EastTurkistanGenocide\n#DoğuTürkistandaSoykırımVa,qht
noachhacker,"""DATA DROP!\n\nIsrael is outperforming the world! 🇮🇱🔥\n\nIsrael's foreign reserves just hit 15.8 months of imports, crushing OECD averages and providing a \""Financial Iron Dome\"" for the nation. 💰📈\n\nSteady growth. Soaring reserves. High confidence.🚀\n\n#InvestInIsrael #StandWithIsrael https://t.co/JUZRN6Fp4I""",en
tobierna,Marko Durić w Jerozolimie. \nSzef 🇷🇸 dyplomacji spotkał się z premierem 🇮🇱 Benjaminem Netanjahu. \n🇮🇱🤝🇷🇸\n#StandWithIsrael https://t.co/HqFqrFZ2a3,pl
Invictus1577019,"Scheine wohl alles richtig zu machen, wenn ich von Woken, Rechten, radikalen Moslems und anderen Taugenichtsen gleichermaßen gehatet werde. 🤷🏼‍♂️\n\nSo what, ich bleibe dabei!\n\n#StandWithIsrael #Israel #StopAntisemitism #GermanyStandWithIsrael #WeStandWithIsrael\n#FCKPalestine #Gaza https://t.co/sT6aXFRXX3",de
OzArno69,"@waldmaisterin @Brick_Suit right to self-defense against rockets and incitement. Her rhetoric fuels anti-Jewish hate, undermines U.S.-Israel ties, and emboldens extremists, making her unfit for influence on foreign policy. #StandWithIsrael\n\n2/2",en
Invictus1577019,"Aktueller Stand. Die Kommentare aus der woken und muslimischen Ecke werden stündlich widerlicher. Das ist purer Hass, was sich dort abspielt. #StopAntisemitism #Israel #StandwithIsrael #NoPalestine #NoHamas https://t.co/gIgQjACp5R",de
JonahBruck,"Exposed. Not theory-reality.\nHezbollah activity isn’t limited to Lebanon. Reports link surveillance, explosives, and coordinated networks targeting Israelis abroad.\n\n⚠️ Not isolated\n⚠️ Not random\n⚠️ Global reach\n\nAwareness matters. Share.\n\n#StandWithIsrael #Hezbollah #StayAlert https://t.co/2TKvibOCXQ",en
fanisoranje,#SmashNazism\n#StandWithIsrael,qht
fanisoranje,"@izamamaa Fuck around , find out.\n7th of October massacre was a bad idea wasn't it?\n#StandWithIsrael https://t.co/HCnhVH8y01",en
loses_any,"A Survivor’s Voice: Remembering the Past, Confronting the Present https://t.co/ZhGMbGZr31 via @YouTube NeverForgiveNeverForget\n\n#NeverAgainIsNow\n\nDontLookAway\nBreakTheSilence\nbetheirvoice\nStandUpToJewishHate\n\n#StandWithIsrael",en
Lour97722,@BlocoDeEsquerda Viva Israel!!  Os nossos amigos judeus!  \n\n#StandWithIsrael,pt
TheMagaDad,@jacksonhinklle It's a start!! #StandWithIsrael,en
Gall581,Ein Grund mehr für #StandWithIsrael,de
noachhacker,LATEST FIGURES!\n\nThe competition isn't even close! Israel keeps 1st place in the OECD for Net Household Savings as a share of household income.🇮🇱\n\nAnother testament to the unbreakable financial stability of the Israeli economy.💪🏻\n\n#InvestInIsrael #StandWithIsrael #Unstoppable https://t.co/WihVlSh7Ds,en
phves,#StandwithIsrael\n#StandwithJews,qht
o_rig03,false,true
bald26068,@Corriere Ecco il 25 Aprile della sinistra alleata all'islamo-nazismo\nIl musulmano saluta gli ebrei  dell'eroica Brigata Ebraica alla maniera di Amin Al Husseini che tanti ebrei fece sparire nei campi di concentramento \n#25aprile\n#standwithIsrael https://t.co/siQCDzujfN,it
4juniorgolf_net,From '2023😒Can we agree shooting innocent civilians and murdering babies while praising Allah is kinda evil &amp; counter productive. Any person on the side of Hamas must really reconsider their humanity👎👎 #standwithisrael #hamasterrorists #StopTheViolence\nhttps://t.co/QQVuz9FcrR,en
NoormanGJ,"Dit is Gaza vóór de oorlog. Ze hadden alles, en toch kozen ze ervoor om Israël binnen te vallen, 1200 Israëliërs af te slachten en te beloven dat ze het steeds opnieuw zouden doen.\n\nVergeet nooit wie deze oorlog is begonnen. \n\n#standwithisrael",nl
maheshyagyasain,@netanyahu बहुत ही दुखद और दर्दनाक घटना। निर्दोष लोगों की जान लेने वाली हिंसा के खिलाफ पूरी दुनिया को एकजुट होकर खड़ा होना होगा। दिवंगत Benjamin Zalka को श्रद्धांजलि। आशा है कि Benjamin Netanyahu के नेतृत्व में Petah Tikva में शांति और सुरक्षा और मजबूत होगी।\n#StandWithIsrael,hi
tobierna,🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱\n#StandWithIsrael https://t.co/y5tlScWdi5,qme
SirEmbiid,@blitznotinspace #StandWithIsrael https://t.co/aZ2kGSIjcK,qme
Iseedeadnames,"@SeattleBlocked @PalantirTech @WhiteHouse @RepThomasMassie @RandPaul @JDVance @RashidaTlaib @RoKhanna YOU ARE TRAITORS. YOU ARE MASS KILLERS. We want you arrested and trialed for your Crimes Against Humanity. #israel #StandWithIsrael #AmYisraelChai. You are a plague/parasite on the world. Islaminazis must go, Palestinians have to pay for their crimes.",en
AngrymanChannel,"College became a nightmare after October 7th. Friends faced hell in Israel, while back on campus, celebrations of terror were met with counter-protests and public displays of grief. #CollegeLife #CampusProtests #StandWithIsrael https://t.co/UkTeVjAYML",en
PJB613,0,2048580590551625810
SamuelSchweer,"@DanBilzerian Bull, Dan. Flip it to Armenians: “WW3 because Armenians want to steal land… Greater Armenia project.”\nYou defend Armenian claims in Artsakh. Hypocrite.\nAny people who can hold their ancestral homeland has every right. Jews too.\n#StandWithIsrael",en
TheMagaDad,@Shirink_13 Looks like they started a war they shouldn't have started. #StandWithIsrael,en
ZELINGER,,false
T21Jan,@NarcisW63452 #StandWithIsrael 🇮🇱🫶🇬🇧,qme
Devidkuhin,"""\""Standing with Israel in the fight against terrorism. Safety and peace are non-negotiable.\""\n\n#Israel #StandWithIsrael #Peace""",en
Devidkuhin,"""أقف اليوم مع إسرائيل في حقها المشروع في الدفاع عن نفسها ومواجهة الإرهاب. السلام يتطلب وضوحاً في الموقف ضد التطرف.\""\n\n#Israel #StandWithIsrael #Peace""",ar
Ferdi_2049,"@RakMakkabi @Michael_Leh Da wird in Berlin den oberen Etagen allen ganz warm ums Herz. Wird gleich geschaut, wie man das fördern kann.\n#StandWithIsrael",de
Invictus1577019,Für immer und ewig.\nOhne Zweifel.\nFelsenfest und unerschütterlich.\n\nWe stand with @Israel. 🇩🇪🤝🏻🇮🇱\n@IsraelinGermany @Ron_Prosor \n\n#standwithisrael #israel https://t.co/2pfu3M9ZR4,de
Fabiennecn1,@KarinArcus_ok @sanchezcastejon Qu'Israël boycotte l'Espagne et bloque toutes technologies dont se servent ces antisémites de m*rde...#StandWithIsrael,fr
Phil_83,"@GiorgiaMeloni Serve una reazione durissima da parte dello Stato, siete al governo reprimete questa pericolosa deriva golpista islamocomunista #FreeIran #StandwithUkraine #StandwithIsrael",it
Axconworld,Breaking: Miss Israel &amp; IDF Soldier Harassed by Hateful Agitators at Stanford Event 🔥\n#StandWithIsrael #MissIsrael https://t.co/xqUY7oVjG1,en
Vamsee007,@asadnasir2000 #India saved time and money by keeping calm and just saying we #StandWithIsrael \n\nWe can see the difference in foreign diplomacy i between india and #Pakistan,en
afshineemrani,Dear @POTUS @realDonaldTrump \nGod is showing you open miracles.   5 failed assassination attempts.\nSo you #StandWithIsrael\nSo you #FreeIran\nSo you #MakeAmericaGreatAgain https://t.co/HR6xMIshWu,en
TheMagaDad,@mhdksafa It's called WINNING a WAR!! Also looks like YOUR PEOPLE should not have started this war. Oh well. #StandWithIsrael,en
SaberBostani,Thank you IDF 🇮🇱✌️ #StandWithIsrael,en
Phil_83,"@claudiovelardi il PdR per ora pure. Governo inadeeguato, impaurito e sottomesso all'estrema sinistra. #FreeIran #StandwithUkraine #StandwithIsrael",it
BulgarianRapist,You’re not a real rapist if you don’t #standwithisrael,en
RuthBoarder,"Petition: #Jerusalem must remain the eternal, undivided capital of #Israel. #standwithisrael Sign -&gt; https://t.co/wjehyyImXN",en
brtllepatriot,@9aCedarCourt A quand un grand Israël pour que nous soyons tous en sécurité ?\n#Israël #StandWithIsrael,fr
Cancel_EU,@gerrieickhof Hij heeft zo ontzettend gelijk. Zo ontzettend gelijk..@PeteHegseth #TrumpHero #TrumpVanceToSaveAmerica #StandWithIsrael #FuckEU,nl
ArielSawicki88,@ZackPolanski We're saying your antisemitic because you've allied with antisemites who support Hamas.\nGlad I could clarify.\n#HamasisISIS\n#StandWithIsrael,en
isabellaab61379,Il 25 aprile serve anche per ricordare e riconoscere sempre chi nel momento dell orrore ne professava le gesti.. anche se si eriggono ad antifascisti nonche a liberatori. STOP TERRORISMO STOP JHADE ISLAMICA #StopAntisemites #freeiran #standwithisrael #standwithusa #freeitaly,it
isabellaab61379,Occorre una mente illuminata senza che zavorre di pensieri limitanti possano ostacolarne l'evoluzione .\nLa vittoria e' il trionfo sui nemici anche verso chi si spaccia per antifascista e professa il terrore. Un nuovo inizio #25aprile\n#StopAntisemites #standwithisrael Grazie USA,it
Sydneyberlin,Who thought that voting for an Islamist as mayor could mean he will be making anti-semitic decisions? #StandWithIsrael Mamdani in the hot seat after first veto derails bipartisan effort to combat antisemitism https://t.co/PKF6GiNWt9 #FoxNews,en
OliverSKBerlin,false,2047882853816336400
TheWinnersRace,#TheMoreYouKnow #BLM  🇮🇱#StandWithIsrael \n\n                  All #Truth @Adi13! 👇,und
MandeepTyagi2,#standwithIsrael,qht
TheMagaDad,@CarriePrejean1 It's a decent start. #StandWithIsrael,en
VALLEMULTICOLOR,"""PALESTINIAN \""JOURNALIST\""...\n\nFunded by @UN @EU_Commission @ICRC @wef @georgesoros @BarackObama",false
